Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,10-Sep,L,,0-1,,Jacksonville Jaguars,7,29,203,110,93,4,280,125,155,,
2,Thu,14-Sep,W,,1-Jan,@,Cincinnati Bengals,13,9,266,98,168,,295,213,82,1,
3,Sun,24-Sep,L,,2-Jan,@,New England Patriots,33,36,417,292,125,2,396,337,59,1,
4,Sun,1-Oct,W,,2-Feb,,Tennessee Titans,57,14,445,272,173,1,195,109,86,5,
5,Sun,8-Oct,L,,3-Feb,,Kansas City Chiefs,34,42,392,248,144,1,450,323,127,,
6,Sun,15-Oct,W,,3-Mar,,Cleveland Browns,33,17,340,217,123,1,247,113,134,3,
7,,,,,,,Bye Week,,,,,,,,,,,
8,Sun,29-Oct,L,,4-Mar,@,Seattle Seahawks,38,41,509,367,142,3,479,446,33,1,
9,Sun,5-Nov,L,,5-Mar,,Indianapolis Colts,14,20,288,194,94,1,371,279,92,1,
10,Sun,12-Nov,L,,6-Mar,@,Los Angeles Rams,7,33,283,194,89,4,443,339,104,,
11,Sun,19-Nov,W,,6-Apr,,Arizona Cardinals,31,21,357,223,134,2,292,244,48,2,
12,Mon,27-Nov,L,,7-Apr,@,Baltimore Ravens,16,23,303,237,66,3,294,155,139,,
13,Sun,3-Dec,L,,8-Apr,@,Tennessee Titans,13,24,384,331,53,1,344,146,198,1,
14,Sun,10-Dec,L,,9-Apr,,San Francisco 49ers,16,26,311,221,90,1,416,314,102,1,
15,Sun,17-Dec,L,,10-Apr,@,Jacksonville Jaguars,7,45,186,99,87,1,464,326,138,,
16,Mon,25-Dec,L,,11-Apr,,Pittsburgh Steelers,6,34,227,51,176,2,330,226,104,,
17,Sun,31-Dec,L,,12-Apr,@,Indianapolis Colts,13,22,209,124,85,1,250,104,146,,
