Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,11-Sep,W,,Jan-00,,Indianapolis Colts,34,7,384,217,167,3,236,172,64,2,
2,Sun,18-Sep,W,,Feb-00,@,Miami Dolphins,23,13,345,207,138,,306,153,153,2,
3,Sun,25-Sep,L,,1-Feb,@,New Orleans Saints,33,40,473,364,109,1,454,354,100,2,
4,Sun,2-Oct,W,,1-Mar,,Pittsburgh Steelers,17,10,318,138,180,,296,178,118,1,
5,Sun,9-Oct,L,,2-Mar,,Oakland Raiders,20,25,473,403,70,2,278,184,94,1,
6,Sun,16-Oct,L,,3-Mar,@,Baltimore Ravens,14,29,293,200,93,,402,289,113,2,
7,Sun,23-Oct,W,,3-Apr,@,Tennessee Titans,41,7,518,296,222,,148,95,53,2,
8,Sun,30-Oct,W,,3-May,,Jacksonville Jaguars,24,14,358,202,156,2,174,90,84,2,
9,Sun,6-Nov,W,,3-Jun,,Cleveland Browns,30,12,380,119,261,1,172,128,44,2,
10,Sun,13-Nov,W,,3-Jul,@,Tampa Bay Buccaneers,37,9,420,235,185,,231,141,90,4,
11,,,,,,,Bye Week,,,,,,,,,,,
12,Sun,27-Nov,W,,3-Aug,@,Jacksonville Jaguars,20,13,215,127,88,1,255,150,105,1,
13,Sun,4-Dec,W,,3-Sep,,Atlanta Falcons,17,10,337,175,162,1,337,267,70,2,
14,Sun,11-Dec,W,,3-Oct,@,Cincinnati Bengals,20,19,412,268,144,4,285,184,101,2,
15,Sun,18-Dec,L,,4-Oct,,Carolina Panthers,13,28,358,208,150,3,316,150,166,,
16,Thu,22-Dec,L,,5-Oct,@,Indianapolis Colts,16,19,283,112,171,1,320,225,95,1,
17,Sun,1-Jan,L,,6-Oct,,Tennessee Titans,22,23,387,235,152,1,361,275,86,1,
18,Sat,7-Jan,W,,6-Nov,,Cincinnati Bengals,31,10,340,152,188,,300,224,76,3,
19,Sun,15-Jan,L,,7-Nov,@,Baltimore Ravens,13,20,315,184,131,4,227,140,87,,
