Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,9-Sep,W,,Jan-00,,Miami Dolphins,30,10,337,254,83,,275,199,76,4,
2,Sun,16-Sep,W,,Feb-00,@,Jacksonville Jaguars,27,7,411,195,216,,117,52,65,1,
3,Sun,23-Sep,W,,Mar-00,@,Denver Broncos,31,25,436,284,152,2,375,316,59,1,
4,Sun,30-Sep,W,,Apr-00,,Tennessee Titans,38,14,297,202,95,,325,167,158,3,
5,Mon,8-Oct,W,,May-00,@,New York Jets,23,17,378,209,169,1,286,217,69,2,
6,Sun,14-Oct,L,,1-May,,Green Bay Packers,24,42,321,231,90,3,427,328,99,,
7,Sun,21-Oct,W,,1-Jun,,Baltimore Ravens,43,13,420,239,181,,176,121,55,2,
8,,,,,,,Bye Week,,,,,,,,,,,
9,Sun,4-Nov,W,,1-Jul,,Buffalo Bills,21,9,374,256,118,,304,230,74,1,
10,Sun,11-Nov,W,,1-Aug,@,Chicago Bears,13,6,215,88,127,2,249,134,115,4,
11,Sun,18-Nov,W,OT,1-Sep,,Jacksonville Jaguars,43,37,653,504,149,3,458,372,86,1,
12,Thu,22-Nov,W,OT,1-Oct,@,Detroit Lions,34,31,501,296,205,1,525,419,106,1,
13,Sun,2-Dec,W,,1-Nov,@,Tennessee Titans,24,10,331,207,124,,354,265,89,6,
14,Mon,10-Dec,L,,2-Nov,@,New England Patriots,14,42,323,223,100,1,419,289,130,1,
15,Sun,16-Dec,W,,2-Dec,,Indianapolis Colts,29,17,417,239,178,,272,148,124,1,
16,Sun,23-Dec,L,,3-Dec,,Minnesota Vikings,6,23,187,153,34,2,345,171,174,1,
17,Sun,30-Dec,L,,4-Dec,@,Indianapolis Colts,16,28,352,250,102,2,265,184,81,,
18,Sat,5-Jan,W,,13-4,,Cincinnati Bengals,19,13,420,262,158,1,198,118,80,1,
19,Sun,13-Jan,L,,13-5,@,New England Patriots,28,41,425,334,91,1,457,335,122,,
