Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,8-Sep,W,,Jan-00,,Atlanta Falcons,28,12,269,97,172,,345,272,73,3,
2,Sun,15-Sep,L,,1-Jan,@,Green Bay Packers,16,21,421,223,198,4,335,191,144,2,
3,Sun,22-Sep,W,,1-Feb,,Oakland Raiders,34,14,385,174,211,,302,214,88,1,
4,Sun,29-Sep,L,,2-Feb,@,Chicago Bears,6,16,222,182,40,2,269,197,72,,
5,Sun,6-Oct,W,,2-Mar,@,New York Giants,28,10,490,279,211,1,211,147,64,1,
6,Sun,13-Oct,W,,2-Apr,,Philadelphia Eagles,38,20,447,325,122,2,400,292,108,3,
7,Sun,20-Oct,W,,2-May,@,Detroit Lions,42,30,504,338,166,,433,352,81,1,
8,Thu,24-Oct,W,,2-Jun,,Washington Redskins,19,9,434,273,161,1,216,131,85,2,
9,Sun,3-Nov,L,,3-Jun,@,Kansas City Chiefs,23,26,308,212,96,,377,230,147,1,
10,Sun,10-Nov,W,,3-Jul,@,Dallas Cowboys,28,24,364,211,153,,443,393,50,1,
11,Sun,17-Nov,W,,3-Aug,,Denver Broncos,27,23,321,284,37,2,394,270,124,1,
12,,,,,,,Bye Week,,,,,,,,,,,
13,Mon,2-Dec,L,,4-Aug,@,Seattle Seahawks,30,37,354,276,78,3,444,226,218,2,
14,Sun,8-Dec,W,,4-Sep,,Detroit Lions,20,7,354,234,120,,231,161,70,2,
15,Sun,15-Dec,W,,4-Oct,@,Los Angeles Chargers,39,10,344,207,137,1,345,283,62,7,
16,Mon,23-Dec,L,,5-Oct,,Green Bay Packers,10,23,139,82,57,1,383,199,184,3,
17,Sun,29-Dec,L,,6-Oct,,Chicago Bears,19,21,300,126,174,3,337,179,158,1,
18,Sun,5-Jan,W,OT,6-Nov,@,New Orleans Saints,26,20,362,226,136,1,324,227,97,2,
19,Sat,11-Jan,L,,7-Nov,@,San Francisco 49ers,10,27,147,126,21,2,308,122,186,2,
