Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,9-Sep,W,,Jan-00,,San Francisco 49ers,24,16,343,227,116,1,327,237,90,4,
2,Sun,16-Sep,T,OT,1-0-1,@,Green Bay Packers,29,29,480,412,68,1,351,253,98,,
3,Sun,23-Sep,L,,1/1/2001,,Buffalo Bills,6,27,292,278,14,3,292,164,128,,
4,Thu,27-Sep,L,,1/2/2001,@,Los Angeles Rams,31,38,446,392,54,1,556,456,100,,
5,Sun,7-Oct,W,,2/2/2001,@,Philadelphia Eagles,23,21,375,298,77,1,364,283,81,2,
6,Sun,14-Oct,W,,3/2/2001,,Arizona Cardinals,27,17,411,216,195,2,268,208,60,2,
7,Sun,21-Oct,W,,4/2/2001,@,New York Jets,37,17,316,228,88,,263,192,71,4,
8,Sun,28-Oct,L,,4/3/2001,,New Orleans Saints,20,30,423,338,85,2,270,164,106,1,
9,Sun,4-Nov,W,,5/3/2001,,Detroit Lions,24,9,283,155,128,2,209,143,66,1,
10,,,,,,,Bye Week,,,,,,,,,,,
11,Sun,18-Nov,L,,5/4/2001,@,Chicago Bears,20,25,268,246,22,3,308,160,148,3,
12,Sun,25-Nov,W,,6/4/2001,,Green Bay Packers,24,17,416,325,91,,254,172,82,1,
13,Sun,2-Dec,L,,6/5/2001,@,New England Patriots,10,24,278,183,95,2,471,311,160,1,
14,Mon,10-Dec,L,,6/6/2001,@,Seattle Seahawks,7,21,276,199,77,1,274,60,214,1,
15,Sun,16-Dec,W,,7/6/2001,,Miami Dolphins,41,17,418,198,220,1,193,37,156,,
16,Sun,23-Dec,W,,8/6/2001,@,Detroit Lions,27,9,340,240,100,,223,137,86,,
17,Sun,30-Dec,L,,8/7/2001,,Chicago Bears,10,24,164,101,63,,332,163,169,,
