Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,11-Sep,W,,Jan-00,@,Tennessee Titans,25,16,301,236,65,,316,252,64,3,
2,Sun,18-Sep,W,,Feb-00,,Green Bay Packers,17,14,284,254,30,1,263,180,83,3,
3,Sun,25-Sep,W,,Mar-00,@,Carolina Panthers,22,10,211,153,58,,306,201,105,3,
4,Mon,3-Oct,W,,Apr-00,,New York Giants,24,10,366,262,104,,339,261,78,2,
5,Sun,9-Oct,W,,May-00,,Houston Texans,31,13,351,255,96,,214,155,59,1,
6,,,,,,,Bye Week,,,,,,,,,,,
7,Sun,23-Oct,L,,1-May,@,Philadelphia Eagles,10,21,282,189,93,4,239,138,101,4,
8,Mon,31-Oct,L,,2-May,@,Chicago Bears,10,20,258,201,57,,403,245,158,,
9,Sun,6-Nov,L,OT,3-May,,Detroit Lions,16,22,337,259,78,,311,214,97,1,
10,Sun,13-Nov,L,,4-May,@,Washington Redskins,20,26,331,284,47,1,388,260,128,1,
11,Sun,20-Nov,W,,4-Jun,,Arizona Cardinals,30,24,217,145,72,1,290,155,135,2,
12,Thu,24-Nov,L,,5-Jun,@,Detroit Lions,13,16,306,224,82,1,308,214,94,,
13,Thu,1-Dec,L,,6-Jun,,Dallas Cowboys,15,17,318,231,87,1,264,124,140,2,
14,Sun,11-Dec,W,,6-Jul,@,Jacksonville Jaguars,25,16,377,292,85,1,315,230,85,,
15,Sun,18-Dec,L,,7-Jul,,Indianapolis Colts,6,34,282,248,34,3,411,250,161,,
16,Sat,24-Dec,L,,8-Jul,@,Green Bay Packers,25,38,446,353,93,2,348,308,40,,
17,Sun,1-Jan,W,,8-Aug,,Chicago Bears,38,10,374,250,124,1,323,140,183,5,
