Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,7-Sep,W,,Jan-00,@,St. Louis Rams,34,6,355,170,185,,318,246,72,2,
2,Sun,14-Sep,L,,1-Jan,,New England Patriots,7,30,217,163,54,4,292,142,150,,
3,Sun,21-Sep,L,,2-Jan,@,New Orleans Saints,9,20,247,188,59,,396,288,108,,
4,Sun,28-Sep,W,,2-Feb,,Atlanta Falcons,41,28,558,317,241,,411,288,123,2,
5,Thu,2-Oct,L,,3-Feb,@,Green Bay Packers,10,42,299,188,111,3,320,164,156,1,
6,Sun,12-Oct,L,,4-Feb,,Detroit Lions,3,17,212,143,69,3,255,155,100,,
7,Sun,19-Oct,L,,5-Feb,@,Buffalo Bills,16,17,276,118,158,2,373,255,118,4,
8,Sun,26-Oct,W,OT,5-Mar,@,Tampa Bay Buccaneers,19,13,332,235,97,,225,159,66,2,
9,Sun,2-Nov,W,,5-Apr,,Washington Redskins,29,26,352,252,100,,347,225,122,1,
10,,,,,,,Bye Week,,,,,,,,,,,
11,Sun,16-Nov,L,,6-Apr,@,Chicago Bears,13,21,243,147,96,1,468,330,138,2,
12,Sun,23-Nov,L,,7-Apr,,Green Bay Packers,21,24,308,196,112,1,362,207,155,,
13,Sun,30-Nov,W,,7-May,,Carolina Panthers,31,13,210,118,92,,348,170,178,1,
14,Sun,7-Dec,W,OT,7-Jun,,New York Jets,30,24,411,297,114,2,410,242,168,2,
15,Sun,14-Dec,L,,8-Jun,@,Detroit Lions,14,16,360,284,76,2,233,153,80,,
16,Sun,21-Dec,L,,9-Jun,@,Miami Dolphins,35,37,357,238,119,1,493,383,110,2,
17,Sun,28-Dec,W,,9-Jul,,Chicago Bears,13,9,311,190,121,1,264,165,99,,
