Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,9-Sep,W,OT,Jan-00,,Jacksonville Jaguars,26,23,389,266,123,1,355,242,113,1,
2,Sun,16-Sep,L,,1-Jan,@,Indianapolis Colts,20,23,327,232,95,1,278,194,84,,
3,Sun,23-Sep,W,,1-Feb,,San Francisco 49ers,24,13,344,198,146,2,280,191,89,3,
4,Sun,30-Sep,W,,1-Mar,@,Detroit Lions,20,13,227,100,127,,341,286,55,1,
5,Sun,7-Oct,W,,1-Apr,,Tennessee Titans,30,7,433,258,175,2,267,215,52,2,
6,Sun,14-Oct,L,,2-Apr,@,Washington Redskins,26,38,421,327,94,3,361,178,183,1,
7,Sun,21-Oct,W,,2-May,,Arizona Cardinals,21,14,209,43,166,2,356,230,126,2,
8,Thu,25-Oct,L,,3-May,,Tampa Bay Buccaneers,17,36,369,229,140,3,416,257,159,,
9,Sun,4-Nov,L,,4-May,@,Seattle Seahawks,20,30,287,44,243,2,385,190,195,,
10,Sun,11-Nov,W,,4-Jun,,Detroit Lions,34,24,403,207,196,,368,308,60,2,
11,,,,,,,Bye Week,,,,,,,,,,,
12,Sun,25-Nov,L,,5-Jun,@,Chicago Bears,10,28,258,144,114,3,296,183,113,2,
13,Sun,2-Dec,L,,6-Jun,@,Green Bay Packers,14,23,359,119,240,2,435,283,152,1,
14,Sun,9-Dec,W,,6-Jul,,Chicago Bears,21,14,248,77,171,1,438,320,118,2,
15,Sun,16-Dec,W,,6-Aug,@,St. Louis Rams,36,22,322,109,213,,432,345,87,2,
16,Sun,23-Dec,W,,6-Sep,@,Houston Texans,23,6,345,171,174,1,187,153,34,2,
17,Sun,30-Dec,W,,6-Oct,,Green Bay Packers,37,34,444,227,217,,405,333,72,1,
18,Sat,5-Jan,L,,7-Oct,@,Green Bay Packers,10,24,324,157,167,3,326,250,76,,
