Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,10-Sep,L,0,0-1,,Carolina Panthers,3,23,217,166,51,2,287,171,116,2,0
2,Sun,17-Sep,L,0,0-2,@,Seattle Seahawks,9,12,248,89,159,1,312,181,131,,0
3,Thu,21-Sep,L,0,0-3,,Los Angeles Rams,39,41,421,308,113,2,418,292,126,2,0
4,Sun,1-Oct,L,0,0-4,@,Arizona Cardinals,15,18,305,210,95,1,368,317,51,1,0
5,Sun,8-Oct,L,0,0-5,@,Indianapolis Colts,23,26,402,336,66,,447,288,159,1,0
6,Sun,15-Oct,L,0,0-6,@,Washington Redskins,24,26,335,250,85,1,419,325,94,2,0
7,Sun,22-Oct,L,0,0-7,,Dallas Cowboys,10,40,290,187,103,3,501,236,265,,0
8,Sun,29-Oct,L,0,0-8,@,Philadelphia Eagles,10,33,238,144,94,2,304,192,112,1,0
9,Sun,5-Nov,L,0,0-9,,Arizona Cardinals,10,20,329,266,63,2,368,201,167,2,0
10,Sun,12-Nov,W,0,9-Jan,,New York Giants,31,21,474,288,186,2,374,260,114,1,0
11,,,,,,,Bye Week,,,,,,,,,,,
12,Sun,26-Nov,L,1,10-Jan,,Seattle Seahawks,13,24,280,196,84,1,318,228,90,1,1
13,Sun,3-Dec,W,1,10-Feb,@,Chicago Bears,15,14,388,278,110,1,147,85,62,,0
14,Sun,10-Dec,W,2,10-Mar,@,Houston Texans,26,16,416,314,102,1,311,221,90,1,0
15,Sun,17-Dec,W,3,10-Apr,,Tennessee Titans,25,23,414,363,51,,328,238,90,1,0
16,Sun,24-Dec,W,4,10-May,,Jacksonville Jaguars,44,33,369,238,131,1,472,380,92,3,0
17,Sun,31-Dec,W,5,10-Jun,@,Los Angeles Rams,34,13,461,292,169,3,251,149,102,2,0
