Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,12-Sep,W,OT,Jan-00,,Atlanta Falcons,15,9,354,211,143,1,295,237,58,1,
2,Sun,19-Sep,W,,Feb-00,@,Tennessee Titans,19,11,127,21,106,1,238,192,46,7,
3,Sun,26-Sep,W,,Mar-00,@,Tampa Bay Buccaneers,38,13,387,186,201,2,303,228,75,2,
4,Sun,3-Oct,L,,1-Mar,,Baltimore Ravens,14,17,210,126,84,1,320,250,70,2,
5,,,,,,,Bye Week,,,,,,,,,,,
6,Sun,17-Oct,W,,1-Apr,,Cleveland Browns,28,10,378,257,121,1,327,258,69,3,
7,Sun,24-Oct,W,,1-May,@,Miami Dolphins,23,22,348,290,58,2,313,249,64,2,
8,Sun,31-Oct,L,,2-May,@,New Orleans Saints,10,20,279,171,108,2,318,288,30,2,
9,Mon,8-Nov,W,,2-Jun,@,Cincinnati Bengals,27,21,314,193,121,2,272,218,54,2,
10,Sun,14-Nov,L,,3-Jun,,New England Patriots,26,39,425,349,76,1,453,350,103,,
11,Sun,21-Nov,W,,3-Jul,,Oakland Raiders,35,3,431,269,162,1,182,121,61,3,
12,Sun,28-Nov,W,OT,3-Aug,@,Buffalo Bills,19,16,426,220,206,1,329,255,74,2,
13,Sun,5-Dec,W,,3-Sep,@,Baltimore Ravens,13,10,288,234,54,1,269,226,43,1,
14,Sun,12-Dec,W,,3-Oct,,Cincinnati Bengals,23,7,354,231,123,,190,156,34,3,
15,Sun,19-Dec,L,,4-Oct,,New York Jets,17,22,378,232,146,,276,170,106,,
16,Thu,23-Dec,W,,4-Nov,,Carolina Panthers,27,3,408,293,115,2,119,45,74,2,
17,Sun,2-Jan,W,,4-Dec,@,Cleveland Browns,41,9,418,318,100,,225,182,43,3,
18,Sat,15-Jan,W,,13-4,,Baltimore Ravens,31,24,263,192,71,2,126,91,35,3,
19,Sun,23-Jan,W,,14-4,,New York Jets,24,19,287,121,166,2,289,219,70,1,
20,Sun,6-Feb,L,,14-5,N,Green Bay Packers,25,31,387,261,126,3,338,288,50,,
