Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Thu,10-Sep,L,,0-1,@,New England Patriots,21,28,464,330,134,1,361,281,80,,
2,Sun,20-Sep,W,,1-Jan,,San Francisco 49ers,43,18,453,369,84,,409,298,111,1,
3,Sun,27-Sep,W,,1-Feb,@,St. Louis Rams,12,6,259,197,62,1,258,187,71,1,
4,Thu,1-Oct,L,OT,2-Feb,,Baltimore Ravens,20,23,263,96,167,,356,165,191,2,
5,Mon,12-Oct,W,,2-Mar,@,San Diego Chargers,24,20,349,194,155,1,406,354,52,2,
6,Sun,18-Oct,W,,2-Apr,,Arizona Cardinals,25,13,310,169,141,,469,414,55,3,
7,Sun,25-Oct,L,,3-Apr,@,Kansas City Chiefs,13,23,339,192,147,3,377,239,138,,
8,Sun,1-Nov,L,,4-Apr,,Cincinnati Bengals,10,16,356,240,116,3,296,218,78,2,
9,Sun,8-Nov,W,,4-May,,Oakland Raiders,38,35,597,402,195,2,440,301,139,4,
10,Sun,15-Nov,W,,4-Jun,,Cleveland Browns,30,9,459,399,60,2,342,327,15,3,
11,,,,,,,Bye Week,,,,,,,,,,,
12,Sun,29-Nov,L,,5-Jun,@,Seattle Seahawks,30,39,538,480,58,4,436,336,100,,
13,Sun,6-Dec,W,,5-Jul,,Indianapolis Colts,45,10,522,364,158,2,240,186,54,3,
14,Sun,13-Dec,W,,5-Aug,@,Cincinnati Bengals,33,20,354,270,84,1,385,321,64,3,
15,Sun,20-Dec,W,,5-Sep,,Denver Broncos,34,27,377,354,23,2,385,281,104,2,
16,Sun,27-Dec,L,,6-Sep,@,Baltimore Ravens,17,20,308,198,110,3,386,265,121,,
17,Sun,3-Jan,W,,6-Oct,@,Cleveland Browns,28,12,379,349,30,3,263,177,86,4,
18,Sat,9-Jan,W,,6-Nov,@,Cincinnati Bengals,18,16,369,202,167,2,279,188,91,4,
19,Sun,17-Jan,L,,7-Nov,@,Denver Broncos,16,23,396,311,85,1,324,215,109,,
