Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Mon,12-Sep,W,,Jan-00,@,Washington Redskins,38,16,437,290,147,1,384,329,55,2,
2,Sun,18-Sep,W,,Feb-00,,Cincinnati Bengals,24,16,374,250,124,2,412,366,46,2,
3,Sun,25-Sep,L,,1-Feb,@,Philadelphia Eagles,3,34,251,222,29,2,426,301,125,,
4,Sun,2-Oct,W,,1-Mar,,Kansas City Chiefs,43,14,436,287,149,,357,270,87,2,
5,Sun,9-Oct,W,,1-Apr,,New York Jets,31,13,436,375,61,1,316,244,72,,
6,Sun,16-Oct,L,,2-Apr,@,Miami Dolphins,15,30,297,169,128,2,474,252,222,,
7,Sun,23-Oct,L,,3-Apr,,New England Patriots,16,27,375,281,94,1,362,222,140,2,
8,,,,,,,Bye Week,,,,,,,,,,,
9,Sun,6-Nov,L,,4-Apr,@,Baltimore Ravens,14,21,277,241,36,1,274,224,50,1,
10,Sun,13-Nov,L,,5-Apr,,Dallas Cowboys,30,35,448,400,48,,422,295,127,1,
11,Sun,20-Nov,W,,5-May,@,Cleveland Browns,24,9,313,167,146,,209,176,33,2,
12,Thu,24-Nov,W,,5-Jun,@,Indianapolis Colts,28,7,369,221,148,,310,219,91,2,
13,Sun,4-Dec,W,,5-Jul,,New York Giants,24,14,389,272,117,2,234,178,56,2,
14,Sun,11-Dec,W,,5-Aug,@,Buffalo Bills,27,20,460,220,240,3,275,208,67,1,
15,Sun,18-Dec,W,,5-Sep,@,Cincinnati Bengals,24,20,382,285,97,,222,146,76,1,
16,Sun,25-Dec,W,,5-Oct,,Baltimore Ravens,31,27,406,279,127,2,368,246,122,1,
17,Sun,1-Jan,W,OT,5-Nov,,Cleveland Browns,27,24,312,243,69,1,437,206,231,4,
18,Sun,8-Jan,W,,5-Dec,,Miami Dolphins,30,12,367,188,179,2,305,253,52,3,
19,Sun,15-Jan,W,,13-5,@,Kansas City Chiefs,18,16,389,218,171,1,227,166,61,2,
20,Sun,22-Jan,L,,13-6,@,New England Patriots,17,36,368,314,54,2,431,374,57,,
