Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,7-Sep,W,0,Jan-00,@,Dallas Cowboys,28,17,319,192,127,,382,255,127,4,0
2,Sun,14-Sep,L,1,1-Jan,,Chicago Bears,20,28,359,232,127,4,216,170,46,,0
3,Sun,21-Sep,L,1,2-Jan,@,Arizona Cardinals,14,23,318,236,82,,338,254,84,1,0
4,Sun,28-Sep,W,1,2-Feb,,Philadelphia Eagles,26,21,407,189,218,1,213,191,22,4,0
5,Sun,5-Oct,W,2,2-Mar,,Kansas City Chiefs,22,17,357,186,171,,265,158,107,1,0
6,Mon,13-Oct,W,3,2-Apr,@,St. Louis Rams,31,17,432,343,89,1,309,216,93,1,0
7,Sun,19-Oct,L,4,3-Apr,@,Denver Broncos,17,42,310,248,62,1,419,304,115,,0
8,,,,,,,Bye Week,,,,,,,,,,,
9,Sun,2-Nov,L,4,4-Apr,,St. Louis Rams,10,13,263,183,80,2,193,102,91,2,1
10,Sun,9-Nov,W,4,4-May,@,New Orleans Saints,27,24,330,186,144,1,423,287,136,3,0
11,Sun,16-Nov,W,5,4-Jun,@,New York Giants,16,10,333,185,148,1,330,265,65,5,0
12,Sun,23-Nov,W,6,4-Jul,,Washington Redskins,17,13,312,246,66,3,213,77,136,1,0
13,Thu,27-Nov,L,7,5-Jul,,Seattle Seahawks,3,19,164,100,64,3,379,222,157,,0
14,Sun,7-Dec,L,7,6-Jul,@,Oakland Raiders,13,24,248,151,97,2,330,245,85,,0
15,Sun,14-Dec,L,7,7-Jul,@,Seattle Seahawks,7,17,245,105,140,,290,138,152,1,0
16,Sat,20-Dec,L,7,8-Jul,,San Diego Chargers,35,38,447,92,355,3,446,348,98,3,0
17,Sun,28-Dec,W,7,8-Aug,,Arizona Cardinals,20,17,395,189,206,,397,299,98,3,0
