Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Mon,12-Sep,W,0,Jan-00,,Los Angeles Rams,28,0,320,170,150,1,185,120,65,2,0
2,Sun,18-Sep,L,1,1-Jan,@,Carolina Panthers,27,46,302,237,65,3,529,353,176,4,0
3,Sun,25-Sep,L,1,2-Jan,@,Seattle Seahawks,18,37,254,119,135,1,418,291,127,2,0
4,Sun,2-Oct,L,1,3-Jan,,Dallas Cowboys,17,24,295,189,106,1,428,234,194,,0
5,Thu,6-Oct,L,1,4-Jan,,Arizona Cardinals,21,33,286,135,151,3,288,116,172,,0
6,Sun,16-Oct,L,1,5-Jan,@,Buffalo Bills,16,45,300,167,133,1,492,179,313,2,0
7,Sun,23-Oct,L,1,6-Jan,,Tampa Bay Buccaneers,17,34,273,113,160,3,513,264,249,1,0
8,,,,,,,Bye Week,,,,,,,,,,,
9,Sun,6-Nov,L,1,7-Jan,,New Orleans Saints,23,41,486,393,93,4,571,323,248,,1
10,Sun,13-Nov,L,1,8-Jan,@,Arizona Cardinals,20,23,281,198,83,1,443,363,80,4,0
11,Sun,20-Nov,L,1,9-Jan,,New England Patriots,17,30,299,177,122,,444,273,171,,0
12,Sun,27-Nov,L,1,10-Jan,@,Miami Dolphins,24,31,475,282,193,2,358,263,95,,0
13,Sun,4-Dec,L,1,11-Jan,@,Chicago Bears,6,26,147,6,141,,326,184,142,1,0
14,Sun,11-Dec,L,1,12-Jan,,New York Jets,17,23,364,116,248,,404,216,188,1,0
15,Sun,18-Dec,L,1,13-Jan,@,Atlanta Falcons,13,41,272,165,107,1,550,302,248,1,0
16,Sat,24-Dec,W,1,13-Feb,@,Los Angeles Rams,22,21,323,253,70,2,177,78,99,2,0
17,Sun,1-Jan,L,2,14-Feb,,Seattle Seahawks,23,25,253,191,62,2,376,289,87,,0
