Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,9-Sep,L,0,0-1,@,Minnesota Vikings,16,24,327,237,90,4,343,227,116,1,0
2,Sun,16-Sep,W,0,1-Jan,,Detroit Lions,30,27,346,156,190,,427,329,98,1,0
3,Sun,23-Sep,L,1,2-Jan,@,Kansas City Chiefs,27,38,406,228,178,,384,307,77,,0
4,Sun,30-Sep,L,1,3-Jan,@,Los Angeles Chargers,27,29,364,288,76,2,368,242,126,1,0
5,Sun,7-Oct,L,1,4-Jan,,Arizona Cardinals,18,28,447,300,147,5,220,164,56,,0
6,Mon,15-Oct,L,1,5-Jan,@,Green Bay Packers,30,33,401,227,174,3,521,405,116,,0
7,Sun,21-Oct,L,1,6-Jan,,Los Angeles Rams,10,39,228,121,107,4,339,193,146,,0
8,Sun,28-Oct,L,1,7-Jan,@,Arizona Cardinals,15,18,267,160,107,,321,233,88,2,0
9,Thu,1-Nov,W,1,7-Feb,,Oakland Raiders,34,3,405,262,143,,242,140,102,,0
10,Mon,12-Nov,L,2,8-Feb,,New York Giants,23,27,374,250,124,2,277,180,97,,0
11,,,,,,,Bye Week,,,,,,,,,,,
12,Sun,25-Nov,L,2,9-Feb,@,Tampa Bay Buccaneers,9,27,342,194,148,2,412,304,108,,1
13,Sun,2-Dec,L,2,10-Feb,@,Seattle Seahawks,16,43,452,386,66,3,331,163,168,,0
14,Sun,9-Dec,W,2,10-Mar,,Denver Broncos,20,14,389,305,84,1,274,171,103,,0
15,Sun,16-Dec,W,3,10-Apr,,Seattle Seahawks,26,23,351,257,94,1,385,217,168,,0
16,Sun,23-Dec,L,4,11-Apr,,Chicago Bears,9,14,279,232,47,1,325,235,90,2,0
17,Sun,30-Dec,L,4,12-Apr,@,Los Angeles Rams,32,48,391,264,127,4,377,222,155,,0
