Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Thu,10-Sep,W,,Jan-00,,Pittsburgh Steelers,28,21,361,281,80,,464,330,134,1,
2,Sun,20-Sep,W,,Feb-00,@,Buffalo Bills,40,32,507,451,56,2,349,189,160,3,
3,Sun,27-Sep,W,,Mar-00,,Jacksonville Jaguars,51,17,471,346,125,,293,236,57,1,
4,,,,,,,Bye Week,,,,,,,,,,,
5,Sun,11-Oct,W,,Apr-00,@,Dallas Cowboys,30,6,356,247,109,,289,187,102,2,
6,Sun,18-Oct,W,,May-00,@,Indianapolis Colts,34,27,417,301,116,1,409,289,120,,
7,Sun,25-Oct,W,,Jun-00,,New York Jets,30,23,353,337,16,,372,283,89,1,
8,Thu,29-Oct,W,,Jul-00,,Miami Dolphins,36,7,437,342,95,,270,255,15,2,
9,Sun,8-Nov,W,,Aug-00,,Washington Redskins,27,10,460,299,161,2,250,213,37,2,
10,Sun,15-Nov,W,,Sep-00,@,New York Giants,27,26,406,329,77,2,422,342,80,1,
11,Mon,23-Nov,W,,Oct-00,,Buffalo Bills,20,13,356,271,85,1,319,225,94,1,
12,Sun,29-Nov,L,OT,1-Oct,@,Denver Broncos,24,30,301,262,39,1,433,254,179,1,
13,Sun,6-Dec,L,,2-Oct,,Philadelphia Eagles,28,35,427,324,103,2,248,120,128,1,
14,Sun,13-Dec,W,,2-Nov,@,Houston Texans,27,6,313,197,116,1,189,102,87,1,
15,Sun,20-Dec,W,,2-Dec,,Tennessee Titans,33,16,346,253,93,1,282,223,59,3,
16,Sun,27-Dec,L,OT,3-Dec,@,New York Jets,20,26,284,221,63,1,428,285,143,1,
17,Sun,3-Jan,L,,4-Dec,@,Miami Dolphins,10,20,196,126,70,,438,342,96,,
18,Sat,16-Jan,W,,13-4,,Kansas City Chiefs,27,20,340,302,38,,378,243,135,1,
19,Sun,24-Jan,L,,13-5,@,Denver Broncos,18,20,336,292,44,2,244,145,99,1,
