Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,12-Sep,W,,Jan-00,,Cincinnati Bengals,38,24,376,258,118,,428,341,87,2,
2,Sun,19-Sep,L,,1-Jan,@,New York Jets,14,28,291,239,52,3,336,200,136,,
3,Sun,26-Sep,W,,1-Feb,,Buffalo Bills,38,30,445,245,200,1,374,240,134,2,
4,Mon,4-Oct,W,,1-Mar,@,Miami Dolphins,41,14,265,146,119,,400,308,92,4,
5,,,,,,,Bye Week,,,,,,,,,,,
6,Sun,17-Oct,W,OT,1-Apr,,Baltimore Ravens,23,20,394,267,127,2,377,278,99,,
7,Sun,24-Oct,W,,1-May,@,San Diego Chargers,23,20,179,128,51,,363,325,38,4,
8,Sun,31-Oct,W,,1-Jun,,Minnesota Vikings,28,18,362,240,122,,410,285,125,1,
9,Sun,7-Nov,L,,2-Jun,@,Cleveland Browns,14,34,283,215,68,3,404,174,230,1,
10,Sun,14-Nov,W,,2-Jul,@,Pittsburgh Steelers,39,26,453,350,103,,425,349,76,1,
11,Sun,21-Nov,W,,2-Aug,,Indianapolis Colts,31,28,346,178,168,,467,396,71,3,
12,Thu,25-Nov,W,,2-Sep,@,Detroit Lions,45,24,447,338,109,,406,277,129,2,
13,Mon,6-Dec,W,,2-Oct,,New York Jets,45,3,405,304,101,,301,149,152,3,
14,Sun,12-Dec,W,,2-Nov,@,Chicago Bears,36,7,475,351,124,,185,138,47,4,
15,Sun,19-Dec,W,,2-Dec,,Green Bay Packers,31,27,249,136,113,,369,226,143,2,
16,Sun,26-Dec,W,,13-2,@,Buffalo Bills,34,3,348,131,217,,369,244,125,7,
17,Sun,2-Jan,W,,14-2,,Miami Dolphins,38,7,502,321,181,1,250,206,44,2,
18,Sun,16-Jan,L,,14-3,,New York Jets,21,28,372,259,113,1,314,194,120,,
