Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Thu,7-Sep,L,,0-1,,Kansas City Chiefs,27,42,371,247,124,,537,352,185,1,
2,Sun,17-Sep,W,,1-Jan,@,New Orleans Saints,36,20,555,436,119,,429,348,81,,
3,Sun,24-Sep,W,,1-Feb,,Houston Texans,36,33,396,337,59,1,417,292,125,2,
4,Sun,1-Oct,L,,2-Feb,,Carolina Panthers,30,33,373,293,80,,444,304,140,2,
5,Thu,5-Oct,W,,2-Mar,@,Tampa Bay Buccaneers,19,14,402,289,113,2,409,319,90,,
6,Sun,15-Oct,W,,2-Apr,@,New York Jets,24,17,375,257,118,2,408,334,74,3,
7,Sun,22-Oct,W,,2-May,,Atlanta Falcons,23,7,403,241,162,,343,223,120,,
8,Sun,29-Oct,W,,2-Jun,,Los Angeles Chargers,21,13,414,317,97,,349,192,157,1,
9,,,,,,,Bye Week,,,,,,,,,,,
10,Sun,12-Nov,W,,2-Jul,@,Denver Broncos,41,16,396,297,99,,339,221,118,2,
11,Sun,19-Nov,W,,2-Aug,@,Oakland Raiders,33,8,421,332,89,,344,235,109,2,
12,Sun,26-Nov,W,,2-Sep,,Miami Dolphins,35,17,417,221,196,2,221,154,67,3,
13,Sun,3-Dec,W,,2-Oct,@,Buffalo Bills,23,3,435,244,191,1,268,85,183,1,
14,Mon,11-Dec,L,,3-Oct,@,Miami Dolphins,20,27,248,223,25,2,362,242,120,,
15,Sun,17-Dec,W,,3-Nov,@,Pittsburgh Steelers,27,24,360,283,77,1,413,270,143,1,
16,Sun,24-Dec,W,,3-Dec,,Buffalo Bills,37,16,411,218,193,1,326,242,84,,
17,Sun,31-Dec,W,,13-3,,New York Jets,26,6,330,183,147,,247,207,40,,
18,Sat,13-Jan,W,,14-3,,Tennessee Titans,35,14,438,337,101,,267,202,65,,
19,Sun,21-Jan,W,,15-3,,Jacksonville Jaguars,24,20,344,298,46,1,374,273,101,,
20,Sun,4-Feb,L,,15-4,N,Philadelphia Eagles,33,41,613,500,113,1,538,374,164,1,
