Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,9-Sep,W,,Jan-00,,Houston Texans,27,20,389,267,122,3,325,158,167,2,
2,Sun,16-Sep,L,,1-Jan,@,Jacksonville Jaguars,20,31,302,220,82,1,480,376,104,2,
3,Sun,23-Sep,L,,2-Jan,@,Detroit Lions,10,26,209,120,89,1,414,255,159,1,
4,Sun,30-Sep,W,,2-Feb,,Miami Dolphins,38,7,449,274,175,2,172,116,56,2,
5,Thu,4-Oct,W,,2-Mar,,Indianapolis Colts,38,24,438,341,97,2,439,355,84,3,
6,Sun,14-Oct,W,,2-Apr,,Kansas City Chiefs,43,40,500,327,173,1,446,352,94,2,
7,Sun,21-Oct,W,,2-May,@,Chicago Bears,38,31,381,273,108,3,453,319,134,2,
8,Mon,29-Oct,W,,2-Jun,@,Buffalo Bills,25,6,387,311,76,,333,287,46,2,
9,Sun,4-Nov,W,,2-Jul,,Green Bay Packers,31,17,433,310,123,,367,250,117,1,
10,Sun,11-Nov,L,,3-Jul,@,Tennessee Titans,10,34,284,244,40,,385,235,150,,
11,,,,,,,Bye Week,,,,,,,,,,,
12,Sun,25-Nov,W,,3-Aug,@,New York Jets,27,13,498,283,215,,338,264,74,1,
13,Sun,2-Dec,W,,3-Sep,,Minnesota Vikings,24,10,471,311,160,1,278,183,95,2,
14,Sun,9-Dec,L,,4-Sep,@,Miami Dolphins,33,34,421,344,77,,412,223,189,,
15,Sun,16-Dec,L,,5-Sep,@,Pittsburgh Steelers,10,17,368,272,96,1,376,218,158,2,
16,Sun,23-Dec,W,,5-Oct,,Buffalo Bills,24,12,390,117,273,3,289,217,72,3,
17,Sun,30-Dec,W,,5-Nov,,New York Jets,38,3,375,244,131,,239,135,104,3,
18,Sun,13-Jan,W,,5-Dec,,Los Angeles Chargers,41,28,498,343,155,,335,316,19,2,
19,Sun,20-Jan,W,OT,13-5,@,Kansas City Chiefs,37,31,524,348,176,2,290,249,41,,
20,Sun,3-Feb,W,,14-5,N,Los Angeles Rams,13,3,407,253,154,1,260,198,62,1,
