Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,12-Sep,L,,0-1,,Green Bay Packers,20,27,320,171,149,1,299,167,132,2,
2,Sun,19-Sep,W,,1-Jan,@,Detroit Lions,35,32,410,248,162,,444,329,115,2,
3,Sun,26-Sep,W,,1-Feb,@,Jacksonville Jaguars,28,3,373,267,106,,191,52,139,1,
4,Sun,3-Oct,L,,2-Feb,,Washington Redskins,12,17,353,243,110,2,293,124,169,1,
5,Sun,10-Oct,W,,2-Mar,@,San Francisco 49ers,27,24,352,227,125,1,364,290,74,5,
6,Sun,17-Oct,W,,2-Apr,,Atlanta Falcons,31,17,474,320,154,1,293,228,65,2,
7,Sun,24-Oct,L,,3-Apr,@,Tennessee Titans,19,37,326,227,99,4,328,253,75,3,
8,,,,,,,Bye Week,,,,,,,,,,,
9,Sun,7-Nov,W,,3-May,,Indianapolis Colts,26,24,402,207,195,,338,276,62,2,
10,Mon,15-Nov,W,,3-Jun,@,Washington Redskins,59,28,592,332,260,,375,270,105,3,
11,Sun,21-Nov,W,,3-Jul,,New York Giants,27,17,392,244,148,2,208,147,61,5,
12,Sun,28-Nov,L,,4-Jul,@,Chicago Bears,26,31,398,293,105,1,349,218,131,,
13,Thu,2-Dec,W,,4-Aug,,Houston Texans,34,24,416,301,115,1,431,323,108,2,
14,Sun,12-Dec,W,,4-Sep,@,Dallas Cowboys,30,27,429,258,171,2,349,239,110,2,
15,Sun,19-Dec,W,,4-Oct,@,New York Giants,38,31,418,221,197,3,364,264,100,2,
16,Tue,28-Dec,L,,5-Oct,,Minnesota Vikings,14,24,331,224,107,3,337,176,161,1,
17,Sun,2-Jan,L,,6-Oct,,Dallas Cowboys,13,14,244,123,121,4,272,113,159,1,
18,Sun,9-Jan,L,,7-Oct,,Green Bay Packers,16,21,352,271,81,1,309,171,138,2,
