Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,8-Sep,W,,Jan-00,,Washington Redskins,32,27,436,313,123,,398,370,28,,
2,Sun,15-Sep,L,,1-Jan,@,Atlanta Falcons,20,24,286,237,49,3,367,310,57,3,
3,Sun,22-Sep,L,,2-Jan,,Detroit Lions,24,27,373,246,127,2,287,201,86,,
4,Thu,26-Sep,W,,2-Feb,@,Green Bay Packers,34,27,336,160,176,,491,414,77,2,
5,Sun,6-Oct,W,,2-Mar,,New York Jets,31,6,265,181,84,1,128,61,67,3,
6,Sun,13-Oct,L,,3-Mar,@,Minnesota Vikings,20,38,400,292,108,3,447,325,122,2,
7,Sun,20-Oct,L,,4-Mar,@,Dallas Cowboys,10,37,283,168,115,4,402,213,189,1,
8,Sun,27-Oct,W,,4-Apr,@,Buffalo Bills,31,13,371,153,218,1,253,155,98,1,
9,Sun,3-Nov,W,,4-May,,Chicago Bears,22,14,373,227,146,,164,102,62,1,
10,,,,,,,Bye Week,,,,,,,,,,,
11,Sun,17-Nov,L,,5-May,,New England Patriots,10,17,255,174,81,1,298,224,74,,
12,Sun,24-Nov,L,,6-May,,Seattle Seahawks,9,17,344,238,106,5,348,174,174,2,
13,Sun,1-Dec,L,,7-May,@,Miami Dolphins,31,37,386,294,92,1,409,351,58,1,
14,Mon,9-Dec,W,OT,7-Jun,,New York Giants,23,17,418,300,118,1,255,182,73,,
15,Sun,15-Dec,W,,7-Jul,@,Washington Redskins,37,27,415,258,157,1,352,251,101,1,
16,Sun,22-Dec,W,,7-Aug,,Dallas Cowboys,17,9,431,313,118,,311,257,54,1,
17,Sun,29-Dec,W,,7-Sep,@,New York Giants,34,17,400,279,121,,397,275,122,2,
18,Sun,5-Jan,L,,8-Sep,,Seattle Seahawks,9,17,282,162,120,,382,318,64,,
