Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,7-Sep,W,,Jan-00,,Jacksonville Jaguars,34,17,420,275,145,3,306,242,64,1,
2,Mon,15-Sep,W,,Feb-00,@,Indianapolis Colts,30,27,458,331,127,1,341,172,169,2,
3,Sun,21-Sep,W,,Mar-00,,Washington Redskins,37,34,379,325,54,1,511,427,84,1,
4,Sun,28-Sep,L,,1-Mar,@,San Francisco 49ers,21,26,213,191,22,4,407,189,218,1,
5,Sun,5-Oct,W,,1-Apr,,St. Louis Rams,34,28,352,207,145,3,466,341,125,3,
6,Sun,12-Oct,W,,1-May,,New York Giants,27,0,448,245,203,2,254,168,86,1,
7,,,,,,,Bye Week,,,,,,,,,,,
8,Sun,26-Oct,L,,2-May,@,Arizona Cardinals,20,24,521,411,110,3,400,329,71,1,
9,Sun,2-Nov,W,,2-Jun,@,Houston Texans,31,21,483,293,190,4,300,182,118,1,
10,Mon,10-Nov,W,,2-Jul,,Carolina Panthers,45,21,365,328,37,,317,215,102,5,
11,Sun,16-Nov,L,,3-Jul,@,Green Bay Packers,20,53,429,320,109,4,475,365,110,,
12,Sun,23-Nov,W,,3-Aug,,Tennessee Titans,43,24,462,298,164,2,351,299,52,3,
13,Thu,27-Nov,W,,3-Sep,@,Dallas Cowboys,33,10,464,208,256,1,267,174,93,3,
14,Sun,7-Dec,L,,4-Sep,,Seattle Seahawks,14,24,139,82,57,2,440,252,188,2,
15,Sun,14-Dec,L,,5-Sep,,Dallas Cowboys,27,38,294,219,75,3,364,249,115,1,
16,Sat,20-Dec,L,,6-Sep,@,Washington Redskins,24,27,495,361,134,2,305,205,100,2,
17,Sun,28-Dec,W,,6-Oct,@,New York Giants,34,26,426,262,164,1,505,429,76,1,
