Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,11-Sep,W,,Jan-00,,Cleveland Browns,29,10,403,270,133,,288,168,120,1,
2,Mon,19-Sep,W,,Feb-00,@,Chicago Bears,29,14,280,180,100,,284,220,64,3,
3,Sun,25-Sep,W,,Mar-00,,Pittsburgh Steelers,34,3,426,301,125,,251,222,29,2,
4,,,,,,,Bye Week,,,,,,,,,,,
5,Sun,9-Oct,L,,1-Mar,@,Detroit Lions,23,24,346,230,116,2,244,164,80,1,
6,Sun,16-Oct,L,,2-Mar,@,Washington Redskins,20,27,239,145,94,,493,263,230,1,
7,Sun,23-Oct,W,,2-Apr,,Minnesota Vikings,21,10,239,138,101,4,282,189,93,4,
8,Sun,30-Oct,L,OT,3-Apr,@,Dallas Cowboys,23,29,291,194,97,1,460,273,187,1,
9,Sun,6-Nov,L,,4-Apr,@,New York Giants,23,28,443,347,96,2,302,248,54,2,
10,Sun,13-Nov,W,,4-May,,Atlanta Falcons,24,15,429,221,208,1,303,255,48,1,
11,Sun,20-Nov,L,,5-May,@,Seattle Seahawks,15,26,308,195,113,2,439,287,152,,
12,Mon,28-Nov,L,,6-May,,Green Bay Packers,13,27,292,211,81,1,387,313,74,,
13,Sun,4-Dec,L,,7-May,@,Cincinnati Bengals,14,32,359,306,53,3,412,332,80,2,
14,Sun,11-Dec,L,,8-May,,Washington Redskins,22,27,383,288,95,2,334,227,107,1,
15,Sun,18-Dec,L,,9-May,@,Baltimore Ravens,26,27,328,159,169,1,340,189,151,2,
16,Thu,22-Dec,W,,9-Jun,,New York Giants,24,19,286,168,118,1,470,356,114,3,
17,Sun,1-Jan,W,,9-Jul,,Dallas Cowboys,27,13,346,232,114,,195,126,69,2,
