Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Mon,14-Sep,L,,0-1,@,Atlanta Falcons,24,26,399,336,63,2,395,290,105,2,
2,Sun,20-Sep,L,,0-2,,Dallas Cowboys,10,20,226,219,7,3,359,250,109,2,
3,Sun,27-Sep,W,,2-Jan,@,New York Jets,24,17,231,108,123,1,323,276,47,4,
4,Sun,4-Oct,L,,3-Jan,@,Washington Redskins,20,23,320,233,87,2,417,290,127,1,
5,Sun,11-Oct,W,,3-Feb,,New Orleans Saints,39,17,519,333,186,2,388,292,96,4,
6,Mon,19-Oct,W,,3-Mar,,New York Giants,27,7,428,270,158,4,247,166,81,3,
7,Sun,25-Oct,L,,4-Mar,@,Carolina Panthers,16,27,349,172,177,1,394,190,204,3,
8,,,,,,,Bye Week,,,,,,,,,,,
9,Sun,8-Nov,W,OT,4-Apr,@,Dallas Cowboys,33,27,459,287,172,,411,277,134,1,
10,Sun,15-Nov,L,,5-Apr,,Miami Dolphins,19,20,436,353,83,1,289,190,99,,
11,Sun,22-Nov,L,,6-Apr,,Tampa Bay Buccaneers,17,45,383,247,136,4,521,238,283,1,
12,Thu,26-Nov,L,,7-Apr,@,Detroit Lions,14,45,227,159,68,1,430,322,108,,
13,Sun,6-Dec,W,,7-May,@,New England Patriots,35,28,248,120,128,1,427,324,103,2,
14,Sun,13-Dec,W,,7-Jun,,Buffalo Bills,23,20,348,232,116,1,412,260,152,2,
15,Sun,20-Dec,L,,8-Jun,,Arizona Cardinals,17,40,424,350,74,4,493,263,230,,
16,Sat,26-Dec,L,,9-Jun,,Washington Redskins,24,38,398,353,45,2,418,351,67,,
17,Sun,3-Jan,W,,9-Jul,@,New York Giants,35,30,435,315,120,2,502,294,208,1,
