Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Thu,6-Sep,W,,Jan-00,,Atlanta Falcons,18,12,232,119,113,2,299,225,74,1,
2,Sun,16-Sep,L,,1-Jan,@,Tampa Bay Buccaneers,21,27,412,321,91,2,436,393,43,2,
3,Sun,23-Sep,W,,1-Feb,,Indianapolis Colts,20,16,379,227,152,2,209,141,68,,
4,Sun,30-Sep,L,OT,2-Feb,@,Tennessee Titans,23,26,432,315,117,1,397,327,70,1,
5,Sun,7-Oct,L,,3-Feb,,Minnesota Vikings,21,23,364,283,81,2,375,298,77,1,
6,Thu,11-Oct,W,,3-Mar,@,New York Giants,34,13,379,271,108,,401,254,147,1,
7,Sun,21-Oct,L,,4-Mar,,Carolina Panthers,17,21,342,284,58,1,371,250,121,,
8,Sun,28-Oct,W,,4-Apr,@,Jacksonville Jaguars,24,18,395,262,133,2,335,265,70,1,
9,,,,,,,Bye Week,,,,,,,,,,,
10,Sun,11-Nov,L,,5-Apr,,Dallas Cowboys,20,27,421,350,71,1,410,239,171,,
11,Sun,18-Nov,L,,6-Apr,@,New Orleans Saints,7,48,196,138,58,3,546,373,173,,
12,Sun,25-Nov,W,,6-May,,New York Giants,25,22,341,214,127,,402,276,126,1,
13,Mon,3-Dec,W,,6-Jun,,Washington Redskins,28,13,436,306,130,1,235,131,104,1,
14,Sun,9-Dec,L,OT,7-Jun,@,Dallas Cowboys,23,29,256,222,34,1,576,434,142,3,
15,Sun,16-Dec,W,,7-Jul,@,Los Angeles Rams,30,23,381,270,111,1,407,325,82,3,
16,Sun,23-Dec,W,,7-Aug,,Houston Texans,32,30,519,462,57,3,371,309,62,1,
17,Sun,30-Dec,W,,7-Sep,@,Washington Redskins,24,0,360,231,129,1,89,68,21,1,
18,Sun,6-Jan,W,,7-Oct,@,Chicago Bears,16,15,300,258,42,2,356,291,65,,
19,Sun,13-Jan,L,,8-Oct,@,New Orleans Saints,14,20,250,201,49,2,420,283,137,1,
