Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Mon,9-Sep,W,,Jan-00,@,Washington Redskins,33,27,443,180,263,2,382,308,74,3,
2,Sun,15-Sep,L,,1-Jan,,San Diego Chargers,30,33,511,411,100,,539,413,126,2,
3,Thu,19-Sep,L,,2-Jan,,Kansas City Chiefs,16,26,431,167,264,5,394,248,146,,
4,Sun,29-Sep,L,,3-Jan,@,Denver Broncos,20,52,450,284,166,,472,331,141,,
5,Sun,6-Oct,W,,3-Feb,@,New York Giants,36,21,439,299,140,,383,330,53,4,
6,Sun,13-Oct,W,,3-Mar,@,Tampa Bay Buccaneers,31,20,425,287,138,1,351,257,94,1,
7,Sun,20-Oct,L,,4-Mar,,Dallas Cowboys,3,17,278,194,84,3,368,294,74,2,
8,Sun,27-Oct,L,,5-Mar,,New York Giants,7,15,200,152,48,3,325,237,88,1,
9,Sun,3-Nov,W,,5-Apr,@,Oakland Raiders,49,20,542,418,124,,560,350,210,2,
10,Sun,10-Nov,W,,5-May,@,Green Bay Packers,27,13,415,211,204,1,396,297,99,2,
11,Sun,17-Nov,W,,5-Jun,,Washington Redskins,24,16,402,276,126,,427,236,191,2,
12,,,,,,,Bye Week,,,,,,,,,,,
13,Sun,1-Dec,W,,5-Jul,,Arizona Cardinals,24,21,307,202,105,,350,260,90,3,
14,Sun,8-Dec,W,,5-Aug,,Detroit Lions,34,20,478,179,299,1,231,151,80,3,
15,Sun,15-Dec,L,,6-Aug,@,Minnesota Vikings,30,48,475,396,79,1,455,370,85,1,
16,Sun,22-Dec,W,,6-Sep,,Chicago Bears,54,11,514,225,289,1,257,196,61,2,
17,Sun,29-Dec,W,,6-Oct,@,Dallas Cowboys,24,22,366,229,137,1,414,358,56,3,
18,Sat,4-Jan,L,,7-Oct,,New Orleans Saints,24,26,256,176,80,,434,249,185,2,
