Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,11-Sep,L,,0-1,,Philadelphia Eagles,13,31,335,181,154,1,403,167,236,1,
2,Mon,19-Sep,L,,0-2,@,New York Giants,16,28,367,308,59,2,323,204,119,1,
3,Sun,25-Sep,L,,0-3,,Baltimore Ravens,7,37,244,132,112,2,553,385,168,1,
4,Sun,2-Oct,L,,0-4,,Washington Redskins,10,17,172,127,45,1,339,143,196,2,
5,,,,,,,Bye Week,,,,,,,,,,,
6,Sun,16-Oct,L,,0-5,@,Green Bay Packers,3,24,424,306,118,1,399,309,90,1,
7,Sun,23-Oct,L,,0-6,@,Dallas Cowboys,7,34,265,195,70,2,445,151,294,1,
8,Sun,30-Oct,W,,6-Jan,,New Orleans Saints,31,21,323,140,183,1,283,227,56,2,
9,Sun,6-Nov,L,OT,7-Jan,@,Arizona Cardinals,13,19,383,233,150,1,262,192,70,,
10,Sun,13-Nov,W,,7-Feb,@,Cleveland Browns,13,12,281,148,133,2,335,209,126,1,
11,Sun,20-Nov,L,,8-Feb,,Seattle Seahawks,7,24,185,143,42,3,289,163,126,2,
12,Sun,27-Nov,L,,9-Feb,,Arizona Cardinals,20,23,272,186,86,2,374,106,268,3,
13,Sun,4-Dec,L,,10-Feb,@,San Francisco 49ers,0,26,157,126,31,2,389,245,144,,
14,Mon,12-Dec,L,,11-Feb,@,Seattle Seahawks,13,30,281,167,114,1,359,214,145,1,
15,Sun,18-Dec,L,,12-Feb,,Cincinnati Bengals,13,20,305,210,95,,283,173,110,1,
16,Sat,24-Dec,L,,13-Feb,@,Pittsburgh Steelers,0,27,232,68,164,,377,208,169,1,
17,Sun,1-Jan,L,,14-Feb,,San Francisco 49ers,27,34,311,200,111,2,321,205,116,,
