Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,13-Sep,W,OT,Jan-00,,Seattle Seahawks,34,31,352,276,76,3,343,219,124,1,
2,Sun,20-Sep,L,,1-Jan,@,Washington Redskins,10,24,213,146,67,,373,191,182,1,
3,Sun,27-Sep,L,,2-Jan,,Pittsburgh Steelers,6,12,258,187,71,1,259,197,62,1,
4,Sun,4-Oct,W,,2-Feb,@,Arizona Cardinals,24,22,328,164,164,,447,334,113,3,
5,Sun,11-Oct,L,,3-Feb,@,Green Bay Packers,10,24,334,143,191,4,322,236,86,3,
6,,,,,,,Bye Week,,,,,,,,,,,
7,Sun,25-Oct,W,,3-Mar,,Cleveland Browns,24,6,308,150,158,1,364,282,82,4,
8,Sun,1-Nov,W,,3-Apr,,San Francisco 49ers,27,6,388,191,197,1,189,151,38,,
9,Sun,8-Nov,L,OT,4-Apr,@,Minnesota Vikings,18,21,320,160,160,,293,148,145,1,
10,Sun,15-Nov,L,,5-Apr,,Chicago Bears,13,37,285,191,94,2,397,244,153,2,
11,Sun,22-Nov,L,,6-Apr,@,Baltimore Ravens,13,16,213,131,82,4,388,292,96,2,
12,Sun,29-Nov,L,,7-Apr,@,Cincinnati Bengals,7,31,345,251,94,3,376,236,140,1,
13,Sun,6-Dec,L,,8-Apr,,Arizona Cardinals,3,27,212,146,66,1,524,349,175,,
14,Sun,13-Dec,W,,8-May,,Detroit Lions,21,14,317,114,203,2,331,220,111,1,
15,Thu,17-Dec,W,,8-Jun,,Tampa Bay Buccaneers,31,23,319,221,98,,509,363,146,2,
16,Sun,27-Dec,W,,8-Jul,@,Seattle Seahawks,23,17,205,103,102,,312,253,59,3,
17,Sun,3-Jan,L,OT,9-Jul,@,San Francisco 49ers,16,19,364,231,133,,458,350,108,1,
