Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,8-Sep,W,,Jan-00,@,New York Jets,17,16,370,242,128,4,223,155,68,1,
2,Sun,15-Sep,W,,Feb-00,@,New York Giants,28,14,388,237,151,,370,241,129,2,
3,Sun,22-Sep,W,,Mar-00,,Cincinnati Bengals,21,17,416,241,175,2,306,240,66,4,
4,Sun,29-Sep,L,,1-Mar,,New England Patriots,10,16,375,240,135,4,224,150,74,1,
5,Sun,6-Oct,W,,1-Apr,@,Tennessee Titans,14,7,313,204,109,1,252,150,102,,
6,,,,,,,Bye Week,,,,,,,,,,,
7,Sun,20-Oct,W,,1-May,,Miami Dolphins,31,21,305,188,117,,381,272,109,2,
8,Sun,27-Oct,L,,2-May,,Philadelphia Eagles,13,31,253,155,98,1,371,153,218,1,
9,Sun,3-Nov,W,,2-Jun,,Washington Redskins,24,9,268,146,122,,243,116,127,,
10,Sun,10-Nov,L,,3-Jun,@,Cleveland Browns,16,19,344,260,84,,368,221,147,,
11,Sun,17-Nov,W,,3-Jul,@,Miami Dolphins,37,20,424,256,168,,303,280,23,1,
12,Sun,24-Nov,W,,3-Aug,,Denver Broncos,20,3,424,180,244,1,134,49,85,1,
13,Thu,28-Nov,W,,3-Sep,@,Dallas Cowboys,26,15,356,232,124,,426,323,103,2,
14,Sun,8-Dec,L,,4-Sep,,Baltimore Ravens,17,24,209,105,104,1,257,139,118,1,
15,Sun,15-Dec,W,,4-Oct,@,Pittsburgh Steelers,17,10,261,131,130,2,229,178,51,5,
16,Sat,21-Dec,L,,5-Oct,@,New England Patriots,17,24,268,176,92,,414,271,143,1,
17,Sun,29-Dec,L,,6-Oct,,New York Jets,6,13,309,236,73,3,271,185,86,1,
18,Sat,4-Jan,L,OT,7-Oct,@,Houston Texans,19,22,425,253,172,1,360,219,141,1,
