Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,11-Sep,W,,Jan-00,@,Kansas City Chiefs,41,7,364,201,163,1,213,105,108,3,
2,Sun,18-Sep,W,,Feb-00,,Oakland Raiders,38,35,481,258,223,1,454,323,131,2,
3,Sun,25-Sep,W,,Mar-00,,New England Patriots,34,31,448,369,79,2,495,387,108,4,
4,Sun,2-Oct,L,,1-Mar,@,Cincinnati Bengals,20,23,273,190,83,,458,287,171,2,
5,Sun,9-Oct,W,,1-Apr,,Philadelphia Eagles,31,24,331,188,143,1,489,315,174,5,
6,Sun,16-Oct,L,,2-Apr,@,New York Giants,24,27,374,219,155,2,414,292,122,,
7,,,,,,,Bye Week,,,,,,,,,,,
8,Sun,30-Oct,W,,2-May,,Washington Redskins,23,0,390,252,138,2,178,152,26,2,
9,Sun,6-Nov,L,,3-May,,New York Jets,11,27,287,191,96,3,348,222,126,2,
10,Sun,13-Nov,L,,4-May,@,Dallas Cowboys,7,44,271,136,135,4,433,270,163,,
11,Sun,20-Nov,L,,5-May,@,Miami Dolphins,8,35,245,204,41,2,242,147,95,,
12,Sun,27-Nov,L,,6-May,@,New York Jets,24,28,336,250,86,,318,180,138,2,
13,Sun,4-Dec,L,,7-May,,Tennessee Titans,17,23,386,282,104,2,317,130,187,,
14,Sun,11-Dec,L,,8-May,@,San Diego Chargers,10,37,281,185,96,3,366,216,150,1,
15,Sun,18-Dec,L,,9-May,,Miami Dolphins,23,30,404,291,113,3,448,194,254,3,
16,Sat,24-Dec,W,,9-Jun,,Denver Broncos,40,14,351,191,160,,285,152,133,3,
17,Sun,1-Jan,L,,10-Jun,@,New England Patriots,21,49,402,296,106,4,480,342,138,1,
