Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,7-Sep,W,OT,Jan-00,@,Chicago Bears,23,20,360,167,193,1,427,341,86,3,
2,Sun,14-Sep,W,,Feb-00,,Miami Dolphins,29,10,315,202,113,,290,210,80,2,
3,Sun,21-Sep,L,,1-Feb,,San Diego Chargers,10,22,292,205,87,,333,250,83,,
4,Sun,28-Sep,L,,2-Feb,@,Houston Texans,17,23,316,220,96,2,301,264,37,3,
5,Sun,5-Oct,W,,2-Mar,@,Detroit Lions,17,14,343,294,49,1,273,204,69,2,
6,Sun,12-Oct,L,,3-Mar,,New England Patriots,22,37,336,268,68,3,396,346,50,,
7,Sun,19-Oct,W,,3-Apr,,Minnesota Vikings,17,16,373,255,118,4,276,118,158,2,
8,Sun,26-Oct,W,,3-May,@,New York Jets,43,23,280,213,67,,312,137,175,6,
9,,,,,,,Bye Week,,,,,,,,,,,
10,Sun,9-Nov,L,,4-May,,Kansas City Chiefs,13,17,364,253,111,3,278,151,127,1,
11,Thu,13-Nov,L,,5-May,@,Miami Dolphins,9,22,237,183,54,,330,205,125,2,
12,Mon,24-Nov,W,,5-Jun,,New York Jets,38,3,336,220,116,,218,126,92,1,
13,Sun,30-Nov,W,,5-Jul,,Cleveland Browns,26,10,287,181,106,2,315,241,74,3,
14,Sun,7-Dec,L,,6-Jul,@,Denver Broncos,17,24,415,341,74,3,306,173,133,3,
15,Sun,14-Dec,W,,6-Aug,,Green Bay Packers,21,13,253,140,113,1,333,175,158,2,
16,Sun,21-Dec,L,,7-Aug,@,Oakland Raiders,24,26,321,308,13,2,347,207,140,,
17,Sun,28-Dec,W,,7-Sep,@,New England Patriots,17,9,268,164,104,1,260,144,116,,
