Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,11-Sep,L,,0-1,@,Baltimore Ravens,7,13,160,95,65,,308,225,83,1,
2,Thu,15-Sep,L,,0-2,,New York Jets,31,37,393,307,86,1,493,370,123,1,
3,Sun,25-Sep,W,,2-Jan,,Arizona Cardinals,33,18,297,89,208,1,348,260,88,5,
4,Sun,2-Oct,W,,2-Feb,@,New England Patriots,16,0,378,244,134,,277,187,90,1,
5,Sun,9-Oct,W,,2-Mar,@,Los Angeles Rams,30,19,305,112,193,,345,243,102,3,
6,Sun,16-Oct,W,,2-Apr,,San Francisco 49ers,45,16,492,179,313,2,300,167,133,1,
7,Sun,23-Oct,L,,3-Apr,@,Miami Dolphins,25,28,267,200,67,,454,198,256,,
8,Sun,30-Oct,L,,4-Apr,,New England Patriots,25,41,376,209,167,,357,285,72,,
9,Mon,7-Nov,L,,5-Apr,@,Seattle Seahawks,25,31,425,263,162,1,278,245,33,,
10,,,,,,,Bye Week,,,,,,,,,,,
11,Sun,20-Nov,W,,5-May,@,Cincinnati Bengals,16,12,342,159,183,1,300,207,93,2,
12,Sun,27-Nov,W,,5-Jun,,Jacksonville Jaguars,28,21,304,151,153,,301,118,183,,
13,Sun,4-Dec,L,,6-Jun,@,Oakland Raiders,24,38,382,170,212,2,399,260,139,,
14,Sun,11-Dec,L,,7-Jun,,Pittsburgh Steelers,20,27,275,208,67,1,460,220,240,3,
15,Sun,18-Dec,W,,7-Jul,,Cleveland Browns,33,13,451,171,280,,269,162,107,,
16,Sat,24-Dec,L,OT,8-Jul,,Miami Dolphins,31,34,589,317,272,,494,233,261,1,
17,Sun,1-Jan,L,,9-Jul,@,New York Jets,10,30,230,162,68,3,329,202,127,,
