Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,13-Sep,W,,Jan-00,,Indianapolis Colts,27,14,342,195,147,,304,240,64,3,
2,Sun,20-Sep,L,,1-Jan,,New England Patriots,32,40,349,189,160,3,507,451,56,2,
3,Sun,27-Sep,W,,1-Feb,@,Miami Dolphins,41,14,428,277,151,,391,289,102,3,
4,Sun,4-Oct,L,,2-Feb,,New York Giants,10,24,313,258,55,2,303,211,92,1,
5,Sun,11-Oct,W,,2-Mar,@,Tennessee Titans,14,13,209,82,127,1,276,179,97,1,
6,Sun,18-Oct,L,,3-Mar,,Cincinnati Bengals,21,34,368,256,112,1,355,243,112,,
7,Sun,25-Oct,L,,4-Mar,@,Jacksonville Jaguars,31,34,375,260,115,4,295,175,120,1,
8,,,,,,,Bye Week,,,,,,,,,,,
9,Sun,8-Nov,W,,4-Apr,,Miami Dolphins,33,17,420,154,266,,397,289,108,1,
10,Thu,12-Nov,W,,4-May,@,New York Jets,22,17,280,132,148,,318,190,128,4,
11,Mon,23-Nov,L,,5-May,@,New England Patriots,13,20,319,225,94,1,356,271,85,1,
12,Sun,29-Nov,L,,6-May,@,Kansas City Chiefs,22,30,415,286,129,2,413,255,158,,
13,Sun,6-Dec,W,,6-Jun,,Houston Texans,30,21,390,203,187,,401,275,126,1,
14,Sun,13-Dec,L,,7-Jun,@,Philadelphia Eagles,20,23,412,260,152,2,348,232,116,1,
15,Sun,20-Dec,L,,8-Jun,@,Washington Redskins,25,35,452,212,240,,431,308,123,1,
16,Sun,27-Dec,W,,8-Jul,,Dallas Cowboys,16,6,408,172,236,2,307,186,121,2,
17,Sun,3-Jan,W,,8-Aug,,New York Jets,22,17,295,182,113,1,300,178,122,3,
