Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Mon,10-Sep,L,,0-1,@,Baltimore Ravens,13,44,322,193,129,2,430,308,122,,
2,Sun,16-Sep,W,,1-Jan,,Cleveland Browns,34,27,375,295,80,1,439,309,130,1,
3,Sun,23-Sep,W,,1-Feb,@,Washington Redskins,38,31,478,385,93,2,381,179,202,1,
4,Sun,30-Sep,W,,1-Mar,@,Jacksonville Jaguars,27,10,382,244,138,2,212,143,69,2,
5,Sun,7-Oct,L,,2-Mar,,Miami Dolphins,13,17,298,218,80,3,279,211,68,2,
6,Sun,14-Oct,L,,3-Mar,@,Cleveland Browns,24,34,438,362,76,4,328,218,110,1,
7,Sun,21-Oct,L,,4-Mar,,Pittsburgh Steelers,17,24,185,105,80,1,431,264,167,2,
8,,,,,,,Bye Week,,,,,,,,,,,
9,Sun,4-Nov,L,,5-Mar,,Denver Broncos,23,31,366,275,91,1,359,291,68,2,
10,Sun,11-Nov,W,,5-Apr,,New York Giants,31,13,275,199,76,1,318,189,129,4,
11,Sun,18-Nov,W,,5-May,@,Kansas City Chiefs,28,6,409,220,189,,284,171,113,1,
12,Sun,25-Nov,W,,5-Jun,,Oakland Raiders,34,10,415,194,221,,218,119,99,2,
13,Sun,2-Dec,W,,5-Jul,@,San Diego Chargers,20,13,339,211,128,3,297,251,46,2,
14,Sun,9-Dec,L,,6-Jul,,Dallas Cowboys,19,20,336,190,146,1,288,239,49,1,
15,Thu,13-Dec,W,,6-Aug,@,Philadelphia Eagles,34,13,249,92,157,2,219,177,42,5,
16,Sun,23-Dec,W,,6-Sep,@,Pittsburgh Steelers,13,10,267,253,14,3,280,185,95,3,
17,Sun,30-Dec,W,,6-Oct,,Baltimore Ravens,23,17,189,142,47,,352,146,206,1,
18,Sat,5-Jan,L,,7-Oct,@,Houston Texans,13,19,198,118,80,1,420,262,158,1,
