Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,10-Sep,L,,0-1,,Baltimore Ravens,0,20,221,144,77,5,268,111,157,1,
2,Thu,14-Sep,L,,0-2,,Houston Texans,9,13,295,213,82,1,266,98,168,,
3,Sun,24-Sep,L,OT,0-3,@,Green Bay Packers,24,27,301,191,110,1,344,280,64,1,
4,Sun,1-Oct,W,,3-Jan,@,Cleveland Browns,31,7,350,264,86,1,215,170,45,1,
5,Sun,8-Oct,W,,3-Feb,,Buffalo Bills,20,16,388,323,65,3,221,139,82,1,
6,,,,,,,Bye Week,,,,,,,,,,,
7,Sun,22-Oct,L,,4-Feb,@,Pittsburgh Steelers,14,29,179,108,71,2,420,268,152,,
8,Sun,29-Oct,W,,4-Mar,,Indianapolis Colts,24,23,276,218,58,2,331,216,115,1,
9,Sun,5-Nov,L,,5-Mar,@,Jacksonville Jaguars,7,23,148,119,29,,408,259,149,1,
10,Sun,12-Nov,L,,6-Mar,@,Tennessee Titans,20,24,308,255,53,2,416,236,180,2,
11,Sun,19-Nov,W,,6-Apr,@,Denver Broncos,20,17,190,141,49,,341,229,112,2,
12,Sun,26-Nov,W,,6-May,,Cleveland Browns,30,16,361,209,152,,405,236,169,,
13,Mon,4-Dec,L,,7-May,,Pittsburgh Steelers,20,23,353,223,130,,374,282,92,1,
14,Sun,10-Dec,L,,8-May,,Chicago Bears,7,33,234,164,70,2,482,250,232,,
15,Sun,17-Dec,L,,9-May,@,Minnesota Vikings,7,34,161,115,46,2,346,222,124,1,
16,Sun,24-Dec,W,,9-Jun,,Detroit Lions,26,17,364,222,142,1,276,189,87,1,
17,Sun,31-Dec,W,,9-Jul,@,Baltimore Ravens,31,27,359,213,146,1,312,194,118,1,
