Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,8-Sep,L,,0-1,@,Seattle Seahawks,20,21,429,395,34,3,232,160,72,1,
2,Sun,15-Sep,L,,0-2,,San Francisco 49ers,17,41,316,291,25,1,571,312,259,1,
3,Sun,22-Sep,L,,0-3,@,Buffalo Bills,17,21,306,240,66,4,416,241,175,2,
4,Mon,30-Sep,L,,0-4,@,Pittsburgh Steelers,3,27,175,102,73,2,326,260,66,1,
5,Sun,6-Oct,L,,0-5,,Arizona Cardinals,23,26,370,262,108,,514,248,266,,
6,Sun,13-Oct,L,,0-6,@,Baltimore Ravens,17,23,250,217,33,1,497,228,269,1,
7,Sun,20-Oct,L,,0-7,,Jacksonville Jaguars,17,27,291,258,33,4,460,244,216,,
8,Sun,27-Oct,L,,0-8,@,Los Angeles Rams,10,24,401,297,104,,470,372,98,,
9,,,,,,,Bye Week,,,,,,,,,,,
10,Sun,10-Nov,L,,0-9,,Baltimore Ravens,13,49,307,150,157,3,379,243,136,1,
11,Sun,17-Nov,L,,0-10,@,Oakland Raiders,10,17,246,73,173,2,386,273,113,2,
12,Sun,24-Nov,L,,0-11,,Pittsburgh Steelers,10,16,244,158,86,2,338,179,159,1,
13,Sun,1-Dec,W,,11-Jan,,New York Jets,22,6,277,233,44,,271,209,62,,
14,Sun,8-Dec,L,,12-Jan,@,Cleveland Browns,19,27,451,272,179,1,333,187,146,2,
15,Sun,15-Dec,L,,13-Jan,,New England Patriots,13,34,315,151,164,5,291,116,175,,
16,Sun,22-Dec,L,OT,14-Jan,@,Miami Dolphins,35,38,430,371,59,1,502,406,96,1,
17,Sun,29-Dec,W,,14-Feb,,Cleveland Browns,33,23,361,182,179,1,313,239,74,3,
