Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,11-Sep,W,,Jan-00,@,New York Jets,23,22,381,324,57,1,340,188,152,1,
2,Sun,18-Sep,L,,1-Jan,@,Pittsburgh Steelers,16,24,412,366,46,2,374,250,124,2,
3,Sun,25-Sep,L,,2-Jan,,Denver Broncos,17,29,332,189,143,2,355,303,52,1,
4,Thu,29-Sep,W,,2-Feb,,Miami Dolphins,22,7,362,285,77,,222,160,62,2,
5,Sun,9-Oct,L,,3-Feb,@,Dallas Cowboys,14,28,345,249,96,,402,222,180,1,
6,Sun,16-Oct,L,,4-Feb,@,New England Patriots,17,35,357,237,120,,437,358,79,,
7,Sun,23-Oct,W,,4-Mar,,Cleveland Browns,31,17,559,288,271,1,352,172,180,2,
8,Sun,30-Oct,T,OT,3/4/2001,,Washington Redskins,27,27,415,263,152,2,546,446,100,1,
9,,,,,,,Bye Week,,,,,,,,,,,
10,Mon,14-Nov,L,,3/5/2001,@,New York Giants,20,21,264,186,78,1,351,229,122,2,
11,Sun,20-Nov,L,,3/6/2001,,Buffalo Bills,12,16,300,207,93,2,342,159,183,1,
12,Sun,27-Nov,L,,3/7/2001,@,Baltimore Ravens,14,19,325,261,64,2,311,219,92,1,
13,Sun,4-Dec,W,,4/7/2001,,Philadelphia Eagles,32,14,412,332,80,2,359,306,53,3,
14,Sun,11-Dec,W,,5/7/2001,@,Cleveland Browns,23,10,360,147,213,,254,85,169,1,
15,Sun,18-Dec,L,,5/8/2001,,Pittsburgh Steelers,20,24,222,146,76,1,382,285,97,,
16,Sat,24-Dec,L,,5/9/2001,@,Houston Texans,10,12,294,244,50,1,250,155,95,,
17,Sun,1-Jan,W,,6/9/2001,,Baltimore Ravens,27,10,371,218,153,,335,263,72,2,
