Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,9-Sep,L,,0-1,@,Carolina Panthers,8,16,232,138,94,1,293,146,147,1,
2,Sun,16-Sep,W,,1-Jan,,New York Giants,20,13,298,160,138,,255,220,35,1,
3,Sun,23-Sep,L,,2-Jan,@,Seattle Seahawks,13,24,303,137,166,3,295,182,113,,
4,Sun,30-Sep,W,,2-Feb,,Detroit Lions,26,24,414,231,183,,382,286,96,,
5,Sun,7-Oct,L,OT,3-Feb,@,Houston Texans,16,19,292,194,98,2,462,374,88,2,
6,Sun,14-Oct,W,,3-Mar,,Jacksonville Jaguars,40,7,378,172,206,,204,139,65,2,
7,Sun,21-Oct,L,,4-Mar,@,Washington Redskins,17,20,323,250,73,2,305,175,130,,
8,,,,,,,Bye Week,,,,,,,,,,,
9,Mon,5-Nov,L,,5-Mar,,Tennessee Titans,14,28,297,225,72,2,340,215,125,2,
10,Sun,11-Nov,W,,5-Apr,@,Philadelphia Eagles,27,20,410,239,171,,421,350,71,1,
11,Sun,18-Nov,W,,5-May,@,Atlanta Falcons,22,19,323,191,132,,354,274,80,1,
12,Thu,22-Nov,W,,5-Jun,,Washington Redskins,31,23,404,258,146,,331,251,80,3,
13,Thu,29-Nov,W,,5-Jul,,New Orleans Saints,13,10,308,209,99,2,176,111,65,1,
14,Sun,9-Dec,W,OT,5-Aug,,Philadelphia Eagles,29,23,576,434,142,3,256,222,34,1,
15,Sun,16-Dec,L,,6-Aug,@,Indianapolis Colts,0,23,292,180,112,1,370,192,178,1,
16,Sun,23-Dec,W,,6-Sep,,Tampa Bay Buccaneers,27,20,232,152,80,,383,320,63,2,
17,Sun,30-Dec,W,,6-Oct,@,New York Giants,36,35,419,368,51,1,441,298,143,2,
18,Sat,5-Jan,W,,6-Nov,,Seattle Seahawks,24,22,380,216,164,1,299,226,73,,
19,Sat,12-Jan,L,,7-Nov,@,Los Angeles Rams,22,30,308,258,50,,459,186,273,,
