Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,10-Sep,W,,Jan-00,,New York Giants,19,3,392,263,129,,233,198,35,1,
2,Sun,17-Sep,L,,1-Jan,@,Denver Broncos,17,42,268,228,40,2,380,202,178,2,
3,Mon,25-Sep,W,,1-Feb,@,Arizona Cardinals,28,17,273,174,99,,332,283,49,,
4,Sun,1-Oct,L,,2-Feb,,Los Angeles Rams,30,35,440,251,189,2,412,244,168,,
5,Sun,8-Oct,L,,3-Feb,,Green Bay Packers,31,35,408,245,163,3,342,182,160,1,
6,,,,,,,Bye Week,,,,,,,,,,,
7,Sun,22-Oct,W,,3-Mar,@,San Francisco 49ers,40,10,501,236,265,,290,187,103,3,
8,Sun,29-Oct,W,,3-Apr,@,Washington Redskins,33,19,307,138,169,1,285,236,49,3,
9,Sun,5-Nov,W,,3-May,,Kansas City Chiefs,28,17,375,244,131,,323,255,68,1,
10,Sun,12-Nov,L,,4-May,@,Atlanta Falcons,7,27,233,126,107,2,336,204,132,1,
11,Sun,19-Nov,L,,5-May,,Philadelphia Eagles,9,37,225,113,112,4,383,168,215,,
12,Thu,23-Nov,L,,6-May,,Los Angeles Chargers,6,28,247,168,79,2,515,434,81,,
13,Thu,30-Nov,W,,6-Jun,,Washington Redskins,38,14,275,93,182,,280,224,56,4,
14,Sun,10-Dec,W,,6-Jul,@,New York Giants,30,10,454,332,122,,330,228,102,2,
15,Sun,17-Dec,W,,6-Aug,@,Oakland Raiders,20,17,330,204,126,2,293,171,122,1,
16,Sun,24-Dec,L,,7-Aug,,Seattle Seahawks,12,21,282,154,128,3,136,60,76,,
17,Sun,31-Dec,W,,7-Sep,@,Philadelphia Eagles,6,0,301,172,129,1,219,149,70,2,
