Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,8-Sep,W,,Jan-00,,New York Giants,36,31,331,244,87,1,478,428,50,6,
2,Sun,15-Sep,L,,1-Jan,@,Kansas City Chiefs,16,17,318,281,37,2,313,199,114,,
3,Sun,22-Sep,W,,1-Feb,,St. Louis Rams,31,7,396,203,193,1,232,197,35,1,
4,Sun,29-Sep,L,,2-Feb,@,San Diego Chargers,21,30,319,227,92,1,506,394,112,1,
5,Sun,6-Oct,L,,3-Feb,,Denver Broncos,48,51,522,470,52,2,517,414,103,2,
6,Sun,13-Oct,W,,3-Mar,,Washington Redskins,31,16,213,165,48,1,433,217,216,2,
7,Sun,20-Oct,W,,3-Apr,@,Philadelphia Eagles,17,3,368,294,74,2,278,194,84,3,
8,Sun,27-Oct,L,,4-Apr,@,Detroit Lions,30,31,268,206,62,,623,480,143,4,
9,Sun,3-Nov,W,,4-May,,Minnesota Vikings,27,23,350,314,36,1,393,224,169,2,
10,Sun,10-Nov,L,,5-May,@,New Orleans Saints,17,49,193,104,89,,625,383,242,1,
11,,,,,,,Bye Week,,,,,,,,,,,
12,Sun,24-Nov,W,,5-Jun,@,New York Giants,24,21,311,204,107,1,356,154,202,1,
13,Thu,28-Nov,W,,5-Jul,,Oakland Raiders,31,24,352,208,144,1,305,255,50,2,
14,Mon,9-Dec,L,,6-Jul,@,Chicago Bears,28,45,328,130,198,,490,341,149,,
15,Sun,15-Dec,L,,7-Jul,,Green Bay Packers,36,37,466,332,134,2,433,283,150,1,
16,Sun,22-Dec,W,,7-Aug,@,Washington Redskins,24,23,309,214,95,2,297,197,100,1,
17,Sun,29-Dec,L,,8-Aug,,Philadelphia Eagles,22,24,414,358,56,3,366,229,137,1,
