Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,8-Sep,W,,Jan-00,,New York Giants,35,17,494,405,89,,470,319,151,2,
2,Sun,15-Sep,W,,Feb-00,@,Washington Redskins,31,21,474,261,213,1,255,208,47,,
3,Sun,22-Sep,W,,Mar-00,,Miami Dolphins,31,6,476,241,235,1,283,211,72,1,
4,Sun,29-Sep,L,,1-Mar,@,New Orleans Saints,10,12,257,212,45,3,266,149,117,1,
5,Sun,6-Oct,L,,2-Mar,,Green Bay Packers,24,34,563,441,122,3,335,215,120,,
6,Sun,13-Oct,L,,3-Mar,@,New York Jets,22,24,399,270,129,,382,326,56,1,
7,Sun,20-Oct,W,,3-Apr,,Philadelphia Eagles,37,10,402,213,189,1,283,168,115,4,
8,,,,,,,Bye Week,,,,,,,,,,,
9,Mon,4-Nov,W,,3-May,@,New York Giants,37,18,429,257,172,2,271,171,100,3,
10,Sun,10-Nov,L,,4-May,,Minnesota Vikings,24,28,443,393,50,1,364,211,153,,
11,Sun,17-Nov,W,,4-Jun,@,Detroit Lions,35,27,509,434,75,1,312,191,121,,
12,Sun,24-Nov,L,,5-Jun,@,New England Patriots,9,13,321,212,109,1,282,181,101,,
13,Thu,28-Nov,L,,6-Jun,,Buffalo Bills,15,26,426,323,103,2,356,232,124,,
14,Thu,5-Dec,L,,7-Jun,@,Chicago Bears,24,31,408,326,82,,382,231,151,2,
15,Sun,15-Dec,W,,7-Jul,,Los Angeles Rams,44,21,475,212,263,,289,267,22,1,
16,Sun,22-Dec,L,,8-Jul,@,Philadelphia Eagles,9,17,311,257,54,1,431,313,118,,
17,Sun,29-Dec,W,,8-Aug,,Washington Redskins,47,16,517,294,223,1,271,183,88,2,
