Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Thu,7-Sep,W,,Jan-00,@,New England Patriots,42,27,537,352,185,1,371,247,124,,
2,Sun,17-Sep,W,,Feb-00,,Philadelphia Eagles,27,20,344,232,112,,406,299,107,2,
3,Sun,24-Sep,W,,Mar-00,@,Los Angeles Chargers,24,10,311,122,189,,330,226,104,3,
4,Mon,2-Oct,W,,Apr-00,,Washington Redskins,29,20,429,261,168,,331,220,111,1,
5,Sun,8-Oct,W,,May-00,@,Houston Texans,42,34,450,323,127,,392,248,144,1,
6,Sun,15-Oct,L,,1-May,,Pittsburgh Steelers,13,19,251,223,28,,439,245,194,1,
7,Thu,19-Oct,L,,2-May,@,Oakland Raiders,30,31,425,331,94,,505,417,88,,
8,Mon,30-Oct,W,,2-Jun,,Denver Broncos,29,19,276,197,79,2,364,187,177,5,
9,Sun,5-Nov,L,,3-Jun,@,Dallas Cowboys,17,28,323,255,68,1,375,244,131,,
10,,,,,,,Bye Week,,,,,,,,,,,
11,Sun,19-Nov,L,OT,4-Jun,@,New York Giants,9,12,363,229,134,3,317,205,112,1,
12,Sun,26-Nov,L,,5-Jun,,Buffalo Bills,10,16,236,181,55,1,268,164,104,,
13,Sun,3-Dec,L,,6-Jun,@,New York Jets,31,38,474,362,112,,488,331,157,,
14,Sun,10-Dec,W,,6-Jul,,Oakland Raiders,26,15,408,243,165,1,268,198,70,3,
15,Sat,16-Dec,W,,6-Aug,,Los Angeles Chargers,30,13,397,223,174,,307,209,98,4,
16,Sun,24-Dec,W,,6-Sep,,Miami Dolphins,29,13,404,301,103,,345,286,59,2,
17,Sun,31-Dec,W,,6-Oct,@,Denver Broncos,27,24,379,269,110,2,336,226,110,3,
18,Sat,6-Jan,L,,7-Oct,,Tennessee Titans,21,22,325,256,69,,397,195,202,2,
