Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,7-Sep,L,,0-1,,Tennessee Titans,10,26,245,178,67,3,405,243,162,,
2,Sun,14-Sep,L,,0-2,@,Denver Broncos,17,24,380,247,133,,325,237,88,,
3,Sun,21-Sep,W,,2-Jan,@,Miami Dolphins,34,15,342,168,174,2,332,191,141,,
4,Mon,29-Sep,W,,2-Feb,,New England Patriots,41,14,443,236,207,,290,215,75,3,
5,Sun,5-Oct,L,,3-Feb,@,San Francisco 49ers,17,22,265,158,107,1,357,186,171,,
6,,,,,,,Bye Week,,,,,,,,,,,
7,Sun,19-Oct,W,,3-Mar,@,San Diego Chargers,23,20,365,211,154,,251,182,69,1,
8,Sun,26-Oct,W,,3-Apr,,St. Louis Rams,34,7,355,215,140,1,200,116,84,1,
9,Sun,2-Nov,W,,3-May,,New York Jets,24,10,309,196,113,,364,225,139,,
10,Sun,9-Nov,W,,3-Jun,@,Buffalo Bills,17,13,278,151,127,1,364,253,111,3,
11,Sun,16-Nov,W,,3-Jul,,Seattle Seahawks,24,20,298,108,190,2,372,168,204,,
12,Thu,20-Nov,L,,4-Jul,@,Oakland Raiders,20,24,313,217,96,,351,172,179,1,
13,Sun,30-Nov,L,,5-Jul,,Denver Broncos,16,29,151,110,41,3,388,174,214,1,
14,Sun,7-Dec,L,,6-Jul,@,Arizona Cardinals,14,17,390,264,126,2,366,225,141,,
15,Sun,14-Dec,W,,6-Aug,,Oakland Raiders,31,13,388,295,93,1,280,202,78,1,
16,Sun,21-Dec,L,,7-Aug,@,Pittsburgh Steelers,12,20,327,288,39,1,282,214,68,,
17,Sun,28-Dec,W,,7-Sep,,San Diego Chargers,19,7,251,140,111,,361,249,112,3,
