Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,8-Sep,W,,Jan-00,@,Jacksonville Jaguars,28,2,292,171,121,,178,107,71,2,
2,Sun,15-Sep,W,,Feb-00,,Dallas Cowboys,17,16,313,199,114,,318,281,37,2,
3,Thu,19-Sep,W,,Mar-00,@,Philadelphia Eagles,26,16,394,248,146,,431,167,264,5,
4,Sun,29-Sep,W,,Apr-00,,New York Giants,31,7,390,288,102,3,298,200,98,3,
5,Sun,6-Oct,W,,May-00,@,Tennessee Titans,26,17,353,233,120,2,339,234,105,3,
6,Sun,13-Oct,W,,Jun-00,,Oakland Raiders,24,7,216,105,111,1,274,153,121,3,
7,Sun,20-Oct,W,,Jul-00,,Houston Texans,17,16,357,231,126,2,294,221,73,1,
8,Sun,27-Oct,W,,Aug-00,,Cleveland Browns,23,17,331,195,136,,340,283,57,1,
9,Sun,3-Nov,W,,Sep-00,@,Buffalo Bills,23,13,210,115,95,,470,229,241,3,
10,,,,,,,Bye Week,,,,,,,,,,,
11,Sun,17-Nov,L,,1-Sep,@,Denver Broncos,17,27,344,200,144,1,427,323,104,1,
12,Sun,24-Nov,L,,2-Sep,,San Diego Chargers,38,41,395,281,114,2,491,387,104,,
13,Sun,1-Dec,L,,3-Sep,,Denver Broncos,28,35,452,293,159,1,535,403,132,2,
14,Sun,8-Dec,W,,3-Oct,@,Washington Redskins,45,10,346,154,192,1,257,192,65,2,
15,Sun,15-Dec,W,,3-Nov,@,Oakland Raiders,56,31,384,306,78,1,461,331,130,7,
16,Sun,22-Dec,L,,4-Nov,,Indianapolis Colts,7,23,287,132,155,3,367,232,135,,
17,Sun,29-Dec,L,OT,5-Nov,@,San Diego Chargers,24,27,332,189,143,,405,219,186,1,
18,Sat,4-Jan,L,,6-Nov,@,Indianapolis Colts,44,45,513,363,150,1,536,436,100,4,
