Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,11-Sep,L,,0-1,,Buffalo Bills,7,41,213,105,108,3,364,201,163,1,
2,Sun,18-Sep,L,,0-2,@,Detroit Lions,3,48,267,116,151,6,411,322,89,1,
3,Sun,25-Sep,L,,0-3,@,San Diego Chargers,17,20,252,171,81,1,375,258,117,2,
4,Sun,2-Oct,W,,3-Jan,,Minnesota Vikings,22,17,350,247,103,,341,190,151,1,
5,Sun,9-Oct,W,,3-Feb,@,Indianapolis Colts,28,24,436,242,194,,355,277,78,,
6,,,,,,,Bye Week,,,,,,,,,,,
7,Sun,23-Oct,W,,3-Mar,@,Oakland Raiders,28,0,300,161,139,2,322,167,155,6,
8,Mon,31-Oct,W,OT,3-Apr,,San Diego Chargers,23,20,341,247,94,4,447,345,102,4,
9,Sun,6-Nov,L,,4-Apr,,Miami Dolphins,3,31,343,227,116,,351,244,107,,
10,Sun,13-Nov,L,,5-Apr,,Denver Broncos,10,17,258,124,134,,313,69,244,,
11,Mon,21-Nov,L,,6-Apr,@,New England Patriots,3,34,334,209,125,3,380,223,157,1,
12,Sun,27-Nov,L,,7-Apr,,Pittsburgh Steelers,9,13,252,162,90,4,290,182,108,2,
13,Sun,4-Dec,W,,7-May,@,Chicago Bears,10,3,252,139,113,1,181,88,93,3,
14,Sun,11-Dec,L,,8-May,@,New York Jets,10,37,221,156,65,1,314,155,159,1,
15,Sun,18-Dec,W,,8-Jun,,Green Bay Packers,19,14,438,299,139,,315,213,102,,
16,Sat,24-Dec,L,OT,9-Jun,,Oakland Raiders,13,16,435,300,135,2,308,237,71,2,
17,Sun,1-Jan,W,,9-Jul,@,Denver Broncos,7,3,281,175,106,1,266,50,216,2,
