Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,12-Sep,W,,Jan-00,,Cleveland Browns,17,14,288,169,119,2,340,236,104,3,
2,Sun,19-Sep,W,,Feb-00,@,Carolina Panthers,20,7,273,178,95,,278,159,119,3,
3,Sun,26-Sep,L,,1-Feb,,Pittsburgh Steelers,13,38,303,228,75,2,387,186,201,2,
4,,,,,,,Bye Week,,,,,,,,,,,
5,Sun,10-Oct,W,,1-Mar,@,Cincinnati Bengals,24,21,391,266,125,3,358,209,149,4,
6,Sun,17-Oct,L,,2-Mar,,New Orleans Saints,6,31,277,235,42,1,475,263,212,1,
7,Sun,24-Oct,W,,2-Apr,,St. Louis Rams,18,17,313,189,124,,285,124,161,1,
8,Sun,31-Oct,W,,2-May,@,Arizona Cardinals,38,35,407,253,154,2,396,296,100,4,
9,Sun,7-Nov,L,,3-May,@,Atlanta Falcons,21,27,278,182,96,2,365,235,130,,
10,Sun,14-Nov,W,,3-Jun,,Carolina Panthers,31,16,421,235,186,2,300,182,118,1,
11,Sun,21-Nov,W,,3-Jul,@,San Francisco 49ers,21,0,299,137,162,,189,118,71,2,
12,Sun,28-Nov,L,,4-Jul,@,Baltimore Ravens,10,17,263,162,101,,349,257,92,1,
13,Sun,5-Dec,L,,5-Jul,,Atlanta Falcons,24,28,325,174,151,1,290,205,85,2,
14,Sun,12-Dec,W,,5-Aug,@,Washington Redskins,17,16,365,262,103,2,399,211,188,1,
15,Sun,19-Dec,L,OT,6-Aug,,Detroit Lions,20,23,403,227,176,,433,252,181,,
16,Sun,26-Dec,W,,6-Sep,,Seattle Seahawks,38,15,439,231,208,,174,84,90,,
17,Sun,2-Jan,W,,6-Oct,@,New Orleans Saints,23,13,317,233,84,2,305,199,106,3,
