Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,11-Sep,W,,Jan-00,@,Atlanta Falcons,31,24,371,281,90,1,374,322,52,,
2,Sun,18-Sep,L,,1-Jan,@,Arizona Cardinals,7,40,306,221,85,5,416,311,105,,
3,Sun,25-Sep,L,,2-Jan,,Los Angeles Rams,32,37,472,389,83,2,320,183,137,2,
4,Sun,2-Oct,L,,3-Jan,,Denver Broncos,7,27,215,143,72,3,307,218,89,,
5,Mon,10-Oct,W,,3-Feb,@,Carolina Panthers,17,14,315,202,113,,414,278,136,4,
6,,,,,,,Bye Week,,,,,,,,,,,
7,Sun,23-Oct,W,,3-Mar,@,San Francisco 49ers,34,17,513,264,249,1,273,113,160,3,
8,Sun,30-Oct,L,OT,4-Mar,,Oakland Raiders,24,30,270,168,102,,626,498,128,1,
9,Thu,3-Nov,L,,5-Mar,,Atlanta Falcons,28,43,396,326,70,2,461,325,136,1,
10,Sun,13-Nov,W,,5-Apr,,Chicago Bears,36,10,360,280,80,1,283,161,122,4,
11,Sun,20-Nov,W,,5-May,@,Kansas City Chiefs,19,17,442,326,116,1,343,261,82,2,
12,Sun,27-Nov,W,,5-Jun,,Seattle Seahawks,14,5,338,220,118,2,245,118,127,3,
13,Sun,4-Dec,W,,5-Jul,@,San Diego Chargers,28,21,349,268,81,1,330,211,119,2,
14,Sun,11-Dec,W,,5-Aug,,New Orleans Saints,16,11,270,166,104,,294,248,46,3,
15,Sun,18-Dec,L,,6-Aug,@,Dallas Cowboys,20,26,276,224,52,4,449,264,185,1,
16,Sat,24-Dec,L,,7-Aug,@,New Orleans Saints,24,31,349,260,89,2,417,294,123,,
17,Sun,1-Jan,W,,7-Sep,,Carolina Panthers,17,16,300,188,112,2,335,207,128,3,
