Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,9-Sep,W,,Jan-00,,Carolina Panthers,16,10,258,128,130,,301,291,10,2,
2,Sun,16-Sep,L,,1-Jan,@,New York Giants,34,41,307,228,79,2,604,510,94,3,
3,Sun,23-Sep,L,,2-Jan,@,Dallas Cowboys,10,16,166,91,75,2,297,259,38,3,
4,Sun,30-Sep,L,,3-Jan,,Washington Redskins,22,24,373,293,80,1,474,321,153,,
5,,,,,,,Bye Week,,,,,,,,,,,
6,Sun,14-Oct,W,,3-Feb,,Kansas City Chiefs,38,10,463,318,145,2,260,180,80,2,
7,Sun,21-Oct,L,,4-Feb,,New Orleans Saints,28,35,513,411,102,,458,377,81,1,
8,Thu,25-Oct,W,,4-Mar,@,Minnesota Vikings,36,17,416,257,159,,369,229,140,3,
9,Sun,4-Nov,W,,4-Apr,@,Oakland Raiders,42,32,515,237,278,1,424,402,22,3,
10,Sun,11-Nov,W,,4-May,,San Diego Chargers,34,24,279,205,74,,426,323,103,2,
11,Sun,18-Nov,W,OT,4-Jun,@,Carolina Panthers,27,21,403,236,167,3,331,234,97,1,
12,Sun,25-Nov,L,,5-Jun,,Atlanta Falcons,23,24,326,276,50,,424,345,79,2,
13,Sun,2-Dec,L,,6-Jun,@,Denver Broncos,23,31,306,235,71,1,333,242,91,1,
14,Sun,9-Dec,L,,7-Jun,,Philadelphia Eagles,21,23,314,178,136,,367,338,29,1,
15,Sun,16-Dec,L,,8-Jun,@,New Orleans Saints,0,41,386,319,67,5,447,298,149,,
16,Sun,23-Dec,L,,9-Jun,,St. Louis Rams,13,28,429,349,80,5,285,196,89,2,
17,Sun,30-Dec,W,,9-Jul,@,Atlanta Falcons,22,17,366,222,144,1,278,213,65,,
