Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,11-Sep,L,,0-1,,Detroit Lions,20,27,315,259,56,2,431,305,126,1,
2,Sun,18-Sep,W,,1-Jan,@,Minnesota Vikings,24,20,335,230,105,1,398,212,186,1,
3,Sun,25-Sep,W,,1-Feb,,Atlanta Falcons,16,13,295,180,115,2,325,295,30,3,
4,Mon,3-Oct,W,,1-Mar,,Indianapolis Colts,24,17,466,274,192,,318,256,62,1,
5,Sun,9-Oct,L,,2-Mar,@,San Francisco 49ers,3,48,272,186,86,3,418,205,213,1,
6,Sun,16-Oct,W,,2-Apr,,New Orleans Saints,26,20,420,303,117,,453,383,70,4,
7,Sun,23-Oct,L,,3-Apr,,Chicago Bears,18,24,280,250,30,4,395,218,177,2,
8,,,,,,,Bye Week,,,,,,,,,,,
9,Sun,6-Nov,L,,4-Apr,@,New Orleans Saints,16,27,365,281,84,,453,258,195,1,
10,Sun,13-Nov,L,,5-Apr,,Houston Texans,9,37,231,141,90,4,420,235,185,,
11,Sun,20-Nov,L,,6-Apr,@,Green Bay Packers,26,35,455,334,121,2,378,287,91,1,
12,Sun,27-Nov,L,,7-Apr,@,Tennessee Titans,17,23,308,186,122,5,352,150,202,4,
13,Sun,4-Dec,L,,8-Apr,,Carolina Panthers,19,38,285,207,78,1,385,222,163,,
14,Sun,11-Dec,L,,9-Apr,@,Jacksonville Jaguars,14,41,280,170,110,7,325,209,116,2,
15,Sat,17-Dec,L,,10-Apr,,Dallas Cowboys,15,31,190,132,58,1,399,239,160,1,
16,Sat,24-Dec,L,,11-Apr,@,Carolina Panthers,16,48,317,258,59,4,433,163,270,,
17,Sun,1-Jan,L,,12-Apr,@,Atlanta Falcons,24,45,294,259,35,4,428,177,251,2,
