Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,9-Sep,W,,Jan-00,,Seattle Seahawks,27,24,470,324,146,3,306,242,64,3,
2,Sun,16-Sep,W,,Feb-00,,Oakland Raiders,20,19,385,217,168,1,373,281,92,,
3,Sun,23-Sep,L,,1-Feb,@,Baltimore Ravens,14,27,293,173,120,1,342,265,77,,
4,Mon,1-Oct,L,,2-Feb,,Kansas City Chiefs,23,27,385,226,159,1,446,304,142,,
5,Sun,7-Oct,L,,3-Feb,@,New York Jets,16,34,436,344,92,1,512,189,323,2,
6,Sun,14-Oct,L,,4-Feb,,Los Angeles Rams,20,23,357,297,60,1,444,174,270,1,
7,Thu,18-Oct,W,,4-Mar,@,Arizona Cardinals,45,10,309,178,131,1,223,154,69,5,
8,Sun,28-Oct,L,,5-Mar,@,Kansas City Chiefs,23,30,411,222,189,2,340,291,49,1,
9,Sun,4-Nov,L,,6-Mar,,Houston Texans,17,19,348,273,75,1,290,192,98,,
10,,,,,,,Bye Week,,,,,,,,,,,
11,Sun,18-Nov,W,,6-Apr,@,Los Angeles Chargers,23,22,325,217,108,,479,384,95,2,
12,Sun,25-Nov,W,,6-May,,Pittsburgh Steelers,24,17,308,184,124,,527,452,75,4,
13,Sun,2-Dec,W,,6-Jun,@,Cincinnati Bengals,24,10,361,143,218,1,313,202,111,3,
14,Sun,9-Dec,L,,7-Jun,@,San Francisco 49ers,14,20,274,171,103,,389,305,84,1,
15,Sat,15-Dec,L,,8-Jun,,Cleveland Browns,16,17,270,238,32,2,309,175,134,2,
16,Mon,24-Dec,L,,9-Jun,@,Oakland Raiders,14,27,300,200,100,2,273,159,114,,
17,Sun,30-Dec,L,,10-Jun,,Los Angeles Chargers,9,23,370,288,82,4,276,160,116,4,
