Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Mon,12-Sep,L,,0-1,,Oakland Raiders,20,23,310,272,38,3,289,99,190,1,
2,Sun,18-Sep,W,,1-Jan,,Cincinnati Bengals,24,22,318,187,131,2,382,310,72,,
3,Sun,25-Sep,L,,2-Jan,@,Tennessee Titans,14,17,231,172,59,2,333,295,38,2,
4,Sun,2-Oct,L,,3-Jan,@,Green Bay Packers,23,49,384,265,119,4,507,396,111,2,
5,Sun,9-Oct,L,,4-Jan,,San Diego Chargers,24,29,275,113,162,1,418,212,206,2,
6,,,,,,,Bye Week,,,,,,,,,,,
7,Sun,23-Oct,W,OT,4-Feb,@,Miami Dolphins,18,15,308,131,177,1,267,173,94,1,
8,Sun,30-Oct,L,,5-Feb,,Detroit Lions,10,45,312,117,195,3,376,263,113,,
9,Sun,6-Nov,W,,5-Mar,@,Oakland Raiders,38,24,412,113,299,,416,316,100,3,
10,Sun,13-Nov,W,,5-Apr,@,Kansas City Chiefs,17,10,313,69,244,,258,124,134,,
11,Thu,17-Nov,W,,5-May,,New York Jets,17,13,229,104,125,1,318,235,83,2,
12,Sun,27-Nov,W,OT,5-Jun,@,San Diego Chargers,16,13,349,141,208,,344,159,185,,
13,Sun,4-Dec,W,,5-Jul,@,Minnesota Vikings,35,32,336,186,150,2,489,360,129,3,
14,Sun,11-Dec,W,OT,5-Aug,,Chicago Bears,13,10,345,221,124,2,245,86,159,1,
15,Sun,18-Dec,L,,6-Aug,,New England Patriots,23,41,393,141,252,3,451,310,141,,
16,Sat,24-Dec,L,,7-Aug,@,Buffalo Bills,14,40,285,152,133,3,351,191,160,,
17,Sun,1-Jan,L,,8-Aug,,Kansas City Chiefs,3,7,266,50,216,2,281,175,106,1,
18,Sun,8-Jan,W,OT,8-Sep,,Pittsburgh Steelers,29,23,447,316,131,1,400,244,156,1,
19,Sat,14-Jan,L,,9-Sep,@,New England Patriots,10,45,252,108,144,1,509,363,146,2,
