Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,12-Sep,L,,0-1,@,Jacksonville Jaguars,17,24,363,274,89,2,299,165,134,,
2,Sun,19-Sep,W,,1-Jan,,Seattle Seahawks,31,14,369,304,65,,339,230,109,4,
3,Sun,26-Sep,L,,2-Jan,,Indianapolis Colts,13,27,519,472,47,2,365,325,40,,
4,Sun,3-Oct,W,,2-Feb,@,Tennessee Titans,26,20,327,308,19,1,288,167,121,2,
5,Sun,10-Oct,L,,3-Feb,@,Baltimore Ravens,17,31,346,307,39,1,415,182,233,,
6,Sun,17-Oct,L,,4-Feb,,New York Jets,20,24,346,201,145,2,319,190,129,3,
7,Sun,24-Oct,L,,5-Feb,,Oakland Raiders,14,59,240,165,75,3,508,180,328,,
8,Sun,31-Oct,L,,6-Feb,@,San Francisco 49ers,16,24,398,339,59,2,339,196,143,,
9,,,,,,,Bye Week,,,,,,,,,,,
10,Sun,14-Nov,W,,6-Mar,,Kansas City Chiefs,49,29,452,299,153,,484,433,51,1,
11,Mon,22-Nov,L,,7-Mar,@,San Diego Chargers,14,35,235,172,63,1,400,253,147,1,
12,Sun,28-Nov,L,,8-Mar,,St. Louis Rams,33,36,449,330,119,2,431,308,123,,
13,Sun,5-Dec,L,,9-Mar,@,Kansas City Chiefs,6,10,247,86,161,1,359,174,185,1,
14,Sun,12-Dec,L,,10-Mar,@,Arizona Cardinals,13,43,288,156,132,6,357,146,211,1,
15,Sun,19-Dec,L,,11-Mar,@,Oakland Raiders,23,39,235,129,106,1,502,238,264,3,
16,Sun,26-Dec,W,,11-Apr,,Houston Texans,24,23,431,305,126,1,401,310,91,1,
17,Sun,2-Jan,L,,12-Apr,,San Diego Chargers,28,33,337,191,146,2,447,283,164,1,
