Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,13-Sep,L,,0-1,,Green Bay Packers,23,31,402,213,189,1,322,189,133,,
2,Sun,20-Sep,L,,0-2,,Arizona Cardinals,23,48,335,226,109,2,300,185,115,2,
3,Sun,27-Sep,L,,0-3,@,Seattle Seahawks,0,26,146,48,98,,371,212,159,,
4,Sun,4-Oct,W,,3-Jan,,Oakland Raiders,22,20,371,273,98,3,266,196,70,2,
5,Sun,11-Oct,W,,3-Feb,@,Kansas City Chiefs,18,17,328,241,87,1,287,170,117,,
6,Sun,18-Oct,L,OT,4-Feb,@,Detroit Lions,34,37,444,353,91,1,546,391,155,3,
7,,,,,,,Bye Week,,,,,,,,,,,
8,Sun,1-Nov,L,,5-Feb,,Minnesota Vikings,20,23,305,208,97,,327,180,147,1,
9,Mon,9-Nov,W,,5-Mar,@,San Diego Chargers,22,19,446,337,109,2,339,262,77,1,
10,Sun,15-Nov,W,,5-Apr,@,St. Louis Rams,37,13,397,244,153,2,285,191,94,2,
11,Sun,22-Nov,L,,6-Apr,,Denver Broncos,15,17,347,261,86,2,389,219,170,,
12,Thu,26-Nov,W,,6-May,@,Green Bay Packers,17,13,290,189,101,,365,188,177,2,
13,Sun,6-Dec,L,OT,7-May,,San Francisco 49ers,20,26,364,194,170,1,291,170,121,,
14,Sun,13-Dec,L,,8-May,,Washington Redskins,21,24,377,290,87,1,374,275,99,1,
15,Sun,20-Dec,L,,9-May,@,Minnesota Vikings,17,38,293,199,94,2,350,221,129,,
16,Sun,27-Dec,W,,9-Jun,@,Tampa Bay Buccaneers,26,21,327,153,174,,389,285,104,3,
17,Sun,3-Jan,L,,10-Jun,,Detroit Lions,20,24,345,234,111,3,349,282,67,,
