Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,9-Sep,W,,Jan-00,,Indianapolis Colts,41,21,428,314,114,1,356,293,63,5,
2,Thu,13-Sep,L,,1-Jan,@,Green Bay Packers,10,23,168,74,94,4,321,215,106,2,
3,Sun,23-Sep,W,,1-Feb,,St. Louis Rams,23,6,274,171,103,1,160,101,59,2,
4,Mon,1-Oct,W,,1-Mar,@,Dallas Cowboys,34,18,360,267,93,1,430,389,41,5,
5,Sun,7-Oct,W,,1-Apr,@,Jacksonville Jaguars,41,3,501,287,214,1,189,129,60,3,
6,,,,,,,Bye Week,,,,,,,,,,,
7,Mon,22-Oct,W,,1-May,,Detroit Lions,13,7,296,125,171,,340,243,97,4,
8,Sun,28-Oct,W,,1-Jun,,Carolina Panthers,23,22,210,131,79,3,416,297,119,2,
9,Sun,4-Nov,W,,1-Jul,@,Tennessee Titans,51,20,365,205,160,1,339,180,159,5,
10,Sun,11-Nov,L,,2-Jul,,Houston Texans,6,13,249,134,115,4,215,88,127,2,
11,Mon,19-Nov,L,,3-Jul,@,San Francisco 49ers,7,32,143,58,85,2,353,232,121,,
12,Sun,25-Nov,W,,3-Aug,,Minnesota Vikings,28,10,296,183,113,2,258,144,114,3,
13,Sun,2-Dec,L,OT,4-Aug,,Seattle Seahawks,17,23,365,233,132,,459,283,176,1,
14,Sun,9-Dec,L,,5-Aug,@,Minnesota Vikings,14,21,438,320,118,2,248,77,171,1,
15,Sun,16-Dec,L,,6-Aug,,Green Bay Packers,13,21,190,107,83,1,391,278,113,2,
16,Sun,23-Dec,W,,6-Sep,@,Arizona Cardinals,28,13,297,145,152,1,248,219,29,3,
17,Sun,30-Dec,W,,6-Oct,@,Detroit Lions,26,24,389,245,144,,327,255,72,4,
