Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,10-Sep,L,,0-1,,Atlanta Falcons,17,23,301,176,125,,372,308,64,,
2,Sun,17-Sep,L,,0-2,@,Tampa Bay Buccaneers,7,29,310,290,20,4,311,194,117,1,
3,Sun,24-Sep,W,OT,2-Jan,,Pittsburgh Steelers,23,17,306,84,222,2,282,212,70,2,
4,Thu,28-Sep,L,,3-Jan,@,Green Bay Packers,14,35,308,205,103,4,260,169,91,,
5,Mon,9-Oct,L,,4-Jan,,Minnesota Vikings,17,20,274,159,115,2,300,141,159,,
6,Sun,15-Oct,W,OT,4-Feb,@,Baltimore Ravens,27,24,342,111,231,2,291,166,125,3,
7,Sun,22-Oct,W,,4-Mar,,Carolina Panthers,17,3,153,85,68,,293,185,108,3,
8,Sun,29-Oct,L,,5-Mar,@,New Orleans Saints,12,20,307,150,157,1,387,286,101,2,
9,,,,,,,Bye Week,,,,,,,,,,,
10,Sun,12-Nov,L,,6-Mar,,Green Bay Packers,16,23,323,268,55,1,342,182,160,,
11,Sun,19-Nov,L,,7-Mar,,Detroit Lions,24,27,398,176,222,1,352,287,65,1,
12,Sun,26-Nov,L,,8-Mar,@,Philadelphia Eagles,3,31,140,134,6,2,420,244,176,3,
13,Sun,3-Dec,L,,9-Mar,,San Francisco 49ers,14,15,147,85,62,,388,278,110,1,
14,Sun,10-Dec,W,,9-Apr,@,Cincinnati Bengals,33,7,482,250,232,,234,164,70,2,
15,Sat,16-Dec,L,,10-Apr,@,Detroit Lions,10,20,349,306,43,3,293,202,91,1,
16,Sun,24-Dec,W,,10-May,,Cleveland Browns,20,3,258,161,97,,254,178,76,3,
17,Sun,31-Dec,L,,11-May,@,Minnesota Vikings,10,23,201,171,30,,327,180,147,,
