Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,11-Sep,L,,0-1,@,Houston Texans,14,23,258,185,73,1,344,215,129,1,
2,Mon,19-Sep,L,,0-2,,Philadelphia Eagles,14,29,284,220,64,3,280,180,100,,
3,Sun,25-Sep,L,,0-3,@,Dallas Cowboys,17,31,390,312,78,2,447,248,199,1,
4,Sun,2-Oct,W,,3-Jan,,Detroit Lions,17,14,408,294,114,,263,197,66,2,
5,Sun,9-Oct,L,,4-Jan,@,Indianapolis Colts,23,29,522,397,125,1,396,298,98,,
6,Sun,16-Oct,L,,5-Jan,,Jacksonville Jaguars,16,17,389,297,92,,317,263,54,2,
7,Thu,20-Oct,L,,6-Jan,@,Green Bay Packers,10,26,189,120,69,2,406,303,103,1,
8,Mon,31-Oct,W,,6-Feb,,Minnesota Vikings,20,10,403,245,158,,258,201,57,,
9,,,,,,,Bye Week,,,,,,,,,,,
10,Sun,13-Nov,L,,7-Feb,@,Tampa Bay Buccaneers,10,36,283,161,122,4,360,280,80,1,
11,Sun,20-Nov,L,,8-Feb,@,New York Giants,16,22,315,222,93,1,329,227,102,,
12,Sun,27-Nov,L,,9-Feb,,Tennessee Titans,21,27,411,316,95,2,375,226,149,,
13,Sun,4-Dec,W,,9-Mar,,San Francisco 49ers,26,6,326,184,142,1,147,6,141,,
14,Sun,11-Dec,L,,10-Mar,@,Detroit Lions,17,20,296,204,92,,323,209,114,2,
15,Sun,18-Dec,L,,11-Mar,,Green Bay Packers,27,30,449,354,95,4,451,225,226,,
16,Sat,24-Dec,L,,12-Mar,,Washington Redskins,21,41,458,318,140,5,478,270,208,,
17,Sun,1-Jan,L,,13-Mar,@,Minnesota Vikings,10,38,323,140,183,5,374,250,124,1,
