Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Thu,5-Sep,L,,0-1,,Green Bay Packers,3,10,254,208,46,1,213,166,47,,
2,Sun,15-Sep,W,,1-Jan,@,Denver Broncos,16,14,273,120,153,,372,282,90,1,
3,Mon,23-Sep,W,,1-Feb,@,Washington Redskins,31,15,298,208,90,1,356,287,69,5,
4,Sun,29-Sep,W,,1-Mar,,Minnesota Vikings,16,6,269,197,72,,222,182,40,2,
5,Sun,6-Oct,L,,2-Mar,@,Oakland Raiders,21,24,236,194,42,2,398,229,169,2,
6,,,,,,,Bye Week,,,,,,,,,,,
7,Sun,20-Oct,L,,3-Mar,,New Orleans Saints,25,36,252,235,17,2,424,273,151,,
8,Sun,27-Oct,L,,4-Mar,,Los Angeles Chargers,16,17,388,226,162,2,231,195,36,1,
9,Sun,3-Nov,L,,5-Mar,@,Philadelphia Eagles,14,22,164,102,62,1,373,227,146,,
10,Sun,10-Nov,W,,5-Apr,,Detroit Lions,20,13,226,145,81,,357,259,98,1,
11,Sun,17-Nov,L,,6-Apr,@,Los Angeles Rams,7,17,267,193,74,1,283,173,110,2,
12,Sun,24-Nov,W,,6-May,,New York Giants,19,14,335,270,65,2,243,134,109,1,
13,Thu,28-Nov,W,,6-Jun,@,Detroit Lions,24,20,419,331,88,1,364,259,105,1,
14,Thu,5-Dec,W,,6-Jul,,Dallas Cowboys,31,24,382,231,151,2,408,326,82,,
15,Sun,15-Dec,L,,7-Jul,@,Green Bay Packers,13,21,415,319,96,3,292,192,100,,
16,Sun,22-Dec,L,,8-Jul,,Kansas City Chiefs,3,26,234,133,101,,350,244,106,,
17,Sun,29-Dec,W,,8-Aug,@,Minnesota Vikings,21,19,337,179,158,1,300,126,174,3,
