Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,12-Sep,W,,Jan-00,,Detroit Lions,19,14,463,362,101,4,168,148,20,3,
2,Sun,19-Sep,W,,Feb-00,@,Dallas Cowboys,27,20,308,270,38,,410,374,36,3,
3,Mon,27-Sep,W,,Mar-00,,Green Bay Packers,20,17,276,199,77,1,379,316,63,2,
4,Sun,3-Oct,L,,1-Mar,@,New York Giants,3,17,110,51,59,3,372,183,189,3,
5,Sun,10-Oct,W,,1-Apr,@,Carolina Panthers,23,6,247,29,218,4,147,62,85,3,
6,Sun,17-Oct,L,,2-Apr,,Seattle Seahawks,20,23,307,246,61,,353,242,111,,
7,Sun,24-Oct,L,,3-Apr,,Washington Redskins,14,17,322,256,66,6,308,187,121,3,
8,,,,,,,Bye Week,,,,,,,,,,,
9,Sun,7-Nov,W,,3-May,@,Buffalo Bills,22,19,283,178,105,1,340,294,46,3,
10,Sun,14-Nov,W,,3-Jun,,Minnesota Vikings,27,13,360,230,130,2,240,170,70,4,
11,Thu,18-Nov,W,,3-Jul,@,Miami Dolphins,16,0,268,133,135,1,187,148,39,1,
12,Sun,28-Nov,W,,3-Aug,,Philadelphia Eagles,31,26,349,218,131,,398,293,105,1,
13,Sun,5-Dec,W,,3-Sep,@,Detroit Lions,24,20,311,197,114,1,302,168,134,,
14,Sun,12-Dec,L,,4-Sep,,New England Patriots,7,36,185,138,47,4,475,351,124,,
15,Mon,20-Dec,W,,4-Oct,@,Minnesota Vikings,40,14,293,189,104,1,273,159,114,5,
16,Sun,26-Dec,W,,4-Nov,,New York Jets,38,34,322,202,120,1,393,269,124,2,
17,Sun,2-Jan,L,,5-Nov,@,Green Bay Packers,3,10,227,117,110,2,284,224,60,2,
18,Sun,16-Jan,W,,5-Dec,,Seattle Seahawks,35,24,437,261,176,1,276,242,34,,
19,Sun,23-Jan,L,,6-Dec,,Green Bay Packers,14,21,301,218,83,3,356,236,120,2,
