Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,7-Sep,L,OT,0-1,,Buffalo Bills,20,23,427,341,86,3,360,167,193,1,
2,Sun,14-Sep,W,,1-Jan,@,San Francisco 49ers,28,20,216,170,46,,359,232,127,4,
3,Mon,22-Sep,W,,1-Feb,@,New York Jets,27,19,257,197,60,1,414,300,114,3,
4,Sun,28-Sep,L,,2-Feb,,Green Bay Packers,17,38,496,261,235,2,358,302,56,,
5,Sun,5-Oct,L,,3-Feb,@,Carolina Panthers,24,31,347,262,85,4,322,231,91,3,
6,Sun,12-Oct,W,,3-Mar,@,Atlanta Falcons,27,13,478,375,103,,287,245,42,1,
7,Sun,19-Oct,L,,4-Mar,,Miami Dolphins,14,27,224,172,52,3,393,256,137,,
8,Sun,26-Oct,L,,5-Mar,@,New England Patriots,23,51,384,231,153,2,487,365,122,,
9,,,,,,,Bye Week,,,,,,,,,,,
10,Sun,9-Nov,L,,6-Mar,@,Green Bay Packers,14,55,311,256,55,3,451,319,132,1,
11,Sun,16-Nov,W,,6-Apr,,Minnesota Vikings,21,13,468,330,138,2,243,147,96,1,
12,Sun,23-Nov,W,,6-May,,Tampa Bay Buccaneers,21,13,204,112,92,1,367,301,66,4,
13,Thu,27-Nov,L,,7-May,@,Detroit Lions,17,34,269,256,13,2,474,383,91,1,
14,Thu,4-Dec,L,,8-May,,Dallas Cowboys,28,41,376,341,35,2,397,203,194,,
15,Mon,15-Dec,L,,9-May,,New Orleans Saints,15,31,278,153,125,3,443,360,83,1,
16,Sun,21-Dec,L,,10-May,,Detroit Lions,14,20,234,170,64,1,367,229,138,3,
17,Sun,28-Dec,L,,11-May,@,Minnesota Vikings,9,13,264,165,99,,311,190,121,1,
