Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Mon,9-Sep,L,,0-1,,Houston Texans,28,31,263,183,80,1,449,329,120,1,
2,Sun,15-Sep,W,,1-Jan,@,Philadelphia Eagles,33,30,539,413,126,2,522,422,100,,
3,Sun,22-Sep,L,,2-Jan,@,Tennessee Titans,17,20,277,175,102,1,452,282,170,,
4,Sun,29-Sep,W,,2-Feb,,Dallas Cowboys,30,21,506,394,112,1,319,227,92,1,
5,Sun,6-Oct,L,,3-Feb,@,Oakland Raiders,17,27,427,391,36,5,299,195,104,,
6,Mon,14-Oct,W,,3-Mar,,Indianapolis Colts,19,9,374,227,147,,267,193,74,1,
7,Sun,20-Oct,W,,3-Apr,@,Jacksonville Jaguars,24,6,434,276,158,,353,275,78,1,
8,,,,,,,Bye Week,,,,,,,,,,,
9,Sun,3-Nov,L,OT,4-Apr,@,Washington Redskins,24,30,410,341,69,2,500,291,209,1,
10,Sun,10-Nov,L,,5-Apr,,Denver Broncos,20,28,329,198,131,,397,313,84,1,
11,Sun,17-Nov,L,,6-Apr,@,Miami Dolphins,16,20,435,281,154,1,343,239,104,1,
12,Sun,24-Nov,W,,6-May,@,Kansas City Chiefs,41,38,491,387,104,,395,281,114,2,
13,Sun,1-Dec,L,,7-May,,Cincinnati Bengals,10,17,334,243,91,3,354,190,164,2,
14,Sun,8-Dec,W,,7-Jun,,New York Giants,37,14,388,244,144,1,333,241,92,3,
15,Thu,12-Dec,W,,7-Jul,@,Denver Broncos,27,20,337,160,177,,295,277,18,1,
16,Sun,22-Dec,W,,7-Aug,,Oakland Raiders,26,13,344,196,148,3,265,206,59,2,
17,Sun,29-Dec,W,OT,7-Sep,,Kansas City Chiefs,27,24,405,219,186,1,332,189,143,,
18,Sun,5-Jan,W,,7-Oct,@,Cincinnati Bengals,27,10,318,122,196,,439,326,113,4,
19,Sun,12-Jan,L,,8-Oct,@,Denver Broncos,17,24,259,194,65,,363,230,133,2,
