Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Mon,8-Sep,L,,0-1,@,Arizona Cardinals,17,18,290,238,52,1,403,294,109,2,
2,Sun,14-Sep,W,,1-Jan,,Seattle Seahawks,30,21,377,276,101,,288,180,108,1,
3,Sun,21-Sep,W,,1-Feb,@,Buffalo Bills,22,10,333,250,83,,292,205,87,,
4,Sun,28-Sep,W,,1-Mar,,Jacksonville Jaguars,33,14,407,365,42,,320,235,85,3,
5,Sun,5-Oct,W,,1-Apr,,New York Jets,31,0,439,277,162,1,151,60,91,2,
6,Sun,12-Oct,W,,1-May,@,Oakland Raiders,31,28,423,307,116,,396,282,114,1,
7,Sun,19-Oct,L,,2-May,,Kansas City Chiefs,20,23,251,182,69,1,365,211,154,,
8,Thu,23-Oct,L,,3-May,@,Denver Broncos,21,35,306,245,61,2,425,286,139,,
9,Sun,2-Nov,L,,4-May,@,Miami Dolphins,0,37,178,128,50,4,441,309,132,,
10,,,,,,,Bye Week,,,,,,,,,,,
11,Sun,16-Nov,W,,4-Jun,,Oakland Raiders,13,6,300,180,120,,233,162,71,1,
12,Sun,23-Nov,W,,4-Jul,,St. Louis Rams,27,24,410,282,128,3,317,210,107,3,
13,Sun,30-Nov,W,,4-Aug,@,Baltimore Ravens,34,33,440,376,64,2,350,225,125,,
14,Sun,7-Dec,L,,5-Aug,,New England Patriots,14,23,216,163,53,1,397,310,87,2,
15,Sun,14-Dec,L,,6-Aug,,Denver Broncos,10,22,288,232,56,2,337,226,111,,
16,Sat,20-Dec,W,OT,6-Sep,@,San Francisco 49ers,38,35,446,348,98,3,447,92,355,3,
17,Sun,28-Dec,L,,7-Sep,@,Kansas City Chiefs,7,19,361,249,112,3,251,140,111,,
