Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,13-Sep,W,,Jan-00,,Detroit Lions,33,28,483,387,96,3,302,233,69,2,
2,Sun,20-Sep,L,,1-Jan,@,Cincinnati Bengals,19,24,354,223,131,3,389,214,175,2,
3,Sun,27-Sep,L,,2-Jan,@,Minnesota Vikings,14,31,369,279,90,2,284,121,163,1,
4,Sun,4-Oct,W,,2-Feb,,Cleveland Browns,30,27,438,347,91,,432,332,100,1,
5,Mon,12-Oct,L,,3-Feb,,Pittsburgh Steelers,20,24,406,354,52,2,349,194,155,1,
6,Sun,18-Oct,L,,4-Feb,@,Green Bay Packers,20,27,548,488,60,1,370,237,133,,
7,Sun,25-Oct,L,,5-Feb,,Oakland Raiders,29,37,417,327,90,2,412,282,130,,
8,Sun,1-Nov,L,,6-Feb,@,Baltimore Ravens,26,29,371,290,81,,365,293,72,,
9,Mon,9-Nov,L,,7-Feb,,Chicago Bears,19,22,339,262,77,1,446,337,109,2,
10,,,,,,,Bye Week,,,,,,,,,,,
11,Sun,22-Nov,L,,8-Feb,,Kansas City Chiefs,3,33,201,149,52,2,385,232,153,,
12,Sun,29-Nov,W,,8-Mar,@,Jacksonville Jaguars,31,25,369,290,79,,420,318,102,1,
13,Sun,6-Dec,L,,9-Mar,,Denver Broncos,3,17,272,179,93,3,293,159,134,1,
14,Sun,13-Dec,L,,10-Mar,@,Kansas City Chiefs,3,10,280,236,44,1,329,179,150,2,
15,Sun,20-Dec,W,,10-Apr,,Miami Dolphins,30,14,442,302,140,2,231,187,44,1,
16,Thu,24-Dec,L,OT,11-Apr,@,Oakland Raiders,20,23,343,271,72,1,281,175,106,1,
17,Sun,3-Jan,L,,12-Apr,@,Denver Broncos,20,27,317,207,110,1,503,293,210,5,
