Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Mon,13-Sep,L,,0-1,@,Kansas City Chiefs,14,21,389,280,109,1,197,62,135,,
2,Sun,19-Sep,W,,1-Jan,,Jacksonville Jaguars,38,13,477,326,151,3,350,279,71,6,
3,Sun,26-Sep,L,,2-Jan,@,Seattle Seahawks,20,27,518,429,89,5,271,203,68,2,
4,Sun,3-Oct,W,,2-Feb,,Arizona Cardinals,41,10,419,239,180,1,134,87,47,3,
5,Sun,10-Oct,L,,3-Feb,@,Oakland Raiders,27,35,506,415,91,3,279,168,111,,
6,Sun,17-Oct,L,,4-Feb,@,St. Louis Rams,17,20,287,208,79,1,300,183,117,,
7,Sun,24-Oct,L,,5-Feb,,New England Patriots,20,23,363,325,38,4,179,128,51,,
8,Sun,31-Oct,W,,5-Mar,,Tennessee Titans,33,25,456,300,156,1,370,305,65,,
9,Sun,7-Nov,W,,5-Apr,@,Houston Texans,29,23,367,290,77,2,392,252,140,1,
10,,,,,,,Bye Week,,,,,,,,,,,
11,Mon,22-Nov,W,,5-May,,Denver Broncos,35,14,400,253,147,1,235,172,63,1,
12,Sun,28-Nov,W,,5-Jun,@,Indianapolis Colts,36,14,301,172,129,,303,279,24,5,
13,Sun,5-Dec,L,,6-Jun,,Oakland Raiders,13,28,286,265,21,2,368,117,251,1,
14,Sun,12-Dec,W,,6-Jul,,Kansas City Chiefs,31,0,426,219,207,2,67,19,48,,
15,Thu,16-Dec,W,,6-Aug,,San Francisco 49ers,34,7,374,266,108,,192,131,61,1,
16,Sun,26-Dec,L,,7-Aug,@,Cincinnati Bengals,20,34,313,249,64,2,371,269,102,1,
17,Sun,2-Jan,W,,7-Sep,@,Denver Broncos,33,28,447,283,164,1,337,191,146,2,
