Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,11-Sep,W,,Jan-00,,Minnesota Vikings,24,17,407,330,77,2,187,28,159,1,
2,Sun,18-Sep,L,,1-Jan,@,New England Patriots,21,35,470,372,98,4,504,410,94,,
3,Sun,25-Sep,W,,1-Feb,,Kansas City Chiefs,20,17,375,258,117,2,252,171,81,1,
4,Sun,2-Oct,W,,1-Mar,,Miami Dolphins,26,16,411,295,116,,248,176,72,2,
5,Sun,9-Oct,W,,1-Apr,@,Denver Broncos,29,24,418,212,206,2,275,113,162,1,
6,,,,,,,Bye Week,,,,,,,,,,,
7,Sun,23-Oct,L,,2-Apr,@,New York Jets,21,27,268,172,96,2,318,156,162,2,
8,Mon,31-Oct,L,OT,3-Apr,@,Kansas City Chiefs,20,23,447,345,102,4,341,247,94,4,
9,Sun,6-Nov,L,,4-Apr,,Green Bay Packers,38,45,460,375,85,3,368,232,136,,
10,Thu,10-Nov,L,,5-Apr,,Oakland Raiders,17,24,314,239,75,2,489,298,191,2,
11,Sun,20-Nov,L,,6-Apr,@,Chicago Bears,20,31,332,280,52,3,378,286,92,1,
12,Sun,27-Nov,L,OT,7-Apr,,Denver Broncos,13,16,344,159,185,,349,141,208,,
13,Mon,5-Dec,W,,7-May,@,Jacksonville Jaguars,38,14,433,294,139,,306,177,129,1,
14,Sun,11-Dec,W,,7-Jun,,Buffalo Bills,37,10,366,216,150,1,281,185,96,3,
15,Sun,18-Dec,W,,7-Jul,,Baltimore Ravens,34,14,415,270,145,,290,201,89,2,
16,Sat,24-Dec,L,,8-Jul,@,Detroit Lions,10,38,367,299,68,2,440,353,87,,
17,Sun,1-Jan,W,,8-Aug,@,Oakland Raiders,38,26,463,310,153,1,520,417,103,1,
